"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","p.adj","otu","domain","phylum","class","order","family","genus","sp","highest","group","mean.N"
"245143",2.79945303790374,-2.47287274537529,1.20087023731561,3.52058414601606,0.0606110816081836,0.209555569052826,0.234466050464663,"245143","Bacteria","Verrucomicrobia","Opitutae","Puniceicoccales","Puniceicoccaceae","Coraliomargarita",NA,"999","Within.L",927.46841520068
"73507",4.99495877122343,2.51381104764335,1.32503664525788,3.51162475435979,0.0609396652823219,0.209819178808491,0.234814483250278,"73507","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Glaciecola",NA,"999","Within.L",674.320060579481
"182899",0.615608160552463,3.50820027295348,1.79179603987447,3.51459071401064,0.060830679965572,0.209819178808491,0.234814483250278,"182899","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,"999","Within.L",103.93223662433
"315191",0.228538025858466,-4.11256558254845,1.83940720934859,3.50345465000157,0.0612409550280364,0.210420884734762,0.235514532129304,"315191","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae",NA,NA,"999","Within.L",44.2458522708103
"823845",0.153816401269729,-4.66823043025678,2.05449015074772,3.48120682475815,0.0620694579326049,0.212827852663756,0.236392190849708,"823845","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae",NA,NA,"999","Within.L",43.3760685899569
"544847",11.4830833497109,2.48996563912561,1.31996625909624,3.47600192549635,0.0622650047516815,0.213059059469231,0.236679139683515,"544847","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae",NA,NA,"999","Within.L",834.485666890835
"199390",0.111642872562,-6.32010523648029,2.91063781691664,3.44004428374224,0.0636339870893797,0.217296346056752,0.241112989975893,"199390","Bacteria","Chloroflexi","Anaerolineae","SHA-20",NA,NA,NA,"999","Within.L",102.930998796244
"293136",18.2565200681918,1.99602253075847,1.07736077388217,3.42764994488925,0.0641132720520084,0.218037569371145,0.24183722733794,"293136","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Maribacter",NA,"999","Within.L",2454.2521264647
"4458429",0.262585301571847,-4.84019046061984,2.10753042914077,3.42872685148279,0.0640714761099033,0.218037569371145,0.24183722733794,"4458429","Bacteria","Planctomycetes","Planctomycetia","Pirellulales","Pirellulaceae",NA,NA,"999","Within.L",97.8938211728786
"1107606",0.97403888091277,-3.32991108958412,1.56882541152429,3.42338845397137,0.064278950698588,0.218154887779085,0.241958794784596,"1107606","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,"999","Within.L",322.907529713985
"4467017",0.328583555878133,3.71480026114664,1.92359519512002,3.36884418509055,0.0664403525014536,0.22503117354362,0.248237294260649,"4467017","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Saprospiraceae","Lewinella",NA,"999","Within.L",76.7959068575361
"161690",454.75735415509,1.34055500665599,0.740609741451699,3.32847841716375,0.0680898393474462,0.230149192753665,0.253438362334824,"161690","Bacteria","Chloroflexi","Chloroflexi","[Roseiflexales]","[Roseiflexaceae]","Roseiflexus",NA,"999","Within.L",30563.6423481758
"1107691",1.46512116723148,2.13003317133422,1.16671167810282,3.31116218272359,0.0688108122778988,0.232114362714292,0.255638659198458,"1107691","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae",NA,NA,"999","Within.L",186.100401239973
"541299",0.157693625329384,5.05338357581747,2.51464102512982,3.29510530239227,0.0694866524019045,0.233195518051208,0.256493446250483,"541299","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA,"999","Within.L",39.4460050518676
"4418542",0.127556537775771,5.04056819484957,2.52512332059616,3.29025432820706,0.0696922263809083,0.233195518051208,0.256493446250483,"4418542","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Saprospiraceae",NA,NA,"999","Within.L",102.063612876417
"249295",3.77865933616991,-2.92242427641458,1.43447994319288,3.29073661705002,0.0696717588892981,0.233195518051208,0.256493446250483,"249295","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,NA,"999","Within.L",636.160918482459
"544574",3.83446037695845,2.8458737517409,1.53428185087817,3.29482633431212,0.0694984568690245,0.233195518051208,0.256493446250483,"544574","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",NA,NA,"999","Within.L",388.108737927361
"362891",1.42753775080143,2.2651645570705,1.24271190827491,3.28103748226897,0.0700846126460553,0.234037571948574,0.257456347574781,"362891","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales",NA,NA,NA,"999","Within.L",151.456953628448
"4377181",0.0881867789237343,-5.98015742091237,2.9007307820117,3.26228671633689,0.070890205244448,0.236253329301637,0.259930752562976,"4377181","Bacteria","Planctomycetes","Planctomycetia","Pirellulales","Pirellulaceae",NA,NA,"999","Within.L",85.7047722162165
"1118715",1.55519687605825,2.08926389725122,1.15772472929888,3.24059790102183,0.0718344186991684,0.238921276593434,0.262903290741009,"1118715","Bacteria","Planctomycetes","Planctomycetia","Pirellulales","Pirellulaceae",NA,NA,"999","Within.L",340.000909601215
"762915",0.209114810153252,-3.76934830956098,1.78842605408449,3.22642212207711,0.0724588344473757,0.240517049273425,0.264696558491434,"762915","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","E8",NA,"999","Within.L",37.4114185547026
"311934",2.27109057588889,2.9810450360337,1.62023398738531,3.21502321171579,0.0729651564742975,0.24171524943577,0.265560800550632,"311934","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Glaciecola",NA,"999","Within.L",313.954151499325
"2569945",0.0999253164793278,5.06278895439549,2.59817604028729,3.20380209373945,0.0734672902119082,0.242894838215514,0.266895008168353,"2569945","Bacteria","Proteobacteria","Gammaproteobacteria","Thiohalorhabdales",NA,NA,NA,"999","Within.L",28.6467625669407
"660049",0.0877886054544185,-5.97352367470568,2.93732863582345,3.17779954216239,0.0746451903378097,0.246299507007495,0.270674732550916,"660049","Bacteria","Chloroflexi","Anaerolineae","GCA004",NA,NA,NA,"999","Within.L",67.7083833765139
"112337",0.193558957685096,-4.72091094462597,2.16983560674829,3.13920182535117,0.0764312029384394,0.251693248488366,0.276134015753738,"112337","Bacteria","Lentisphaerae","[Lentisphaeria]","Victivallales","Victivallaceae",NA,NA,"999","Within.L",76.7326221787607
"313341",0.191258665072531,-4.70302681410239,2.17176509537335,3.11582241637166,0.0775353280253643,0.25482460574344,0.278589527156829,"313341","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Candidatus Portiera",NA,"999","Within.L",60.7296325463608
"4365041",1.41077239988544,2.24983938024071,1.2677955824026,3.11227442956249,0.077704380864749,0.254876499759522,0.278688389658817,"4365041","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola",NA,"999","Within.L",330.644054651259
"926670",0.942330090284886,3.32678965302657,1.81812889354272,3.10818854391329,0.0778995548267787,0.255013700151443,0.278880406279868,"926670","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Saprospiraceae",NA,NA,"999","Within.L",423.953464991191
"1106324",2.26267878716298,2.42022687118388,1.36518365654546,3.08100697375255,0.0792114697957198,0.258798967132185,0.283062402954215,"1106324","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"999","Within.L",169.505597449721
"1083816",0.304038094569594,4.06739776982043,2.19328118942679,3.0247368556777,0.0820036227568565,0.26739612675422,0.291980349382008,"1083816","Bacteria","Planctomycetes","Planctomycetia","Pirellulales","Pirellulaceae",NA,NA,"999","Within.L",95.7615333395566
"1005844",6.59747037207355,-1.90335507156944,1.02857060200229,3.00379465282663,0.0830697428330458,0.27034243117682,0.295242461440915,"1005844","Archaea","Crenarchaeota","Thaumarchaeota","Cenarchaeales","Cenarchaeaceae","Nitrosopumilus",NA,"999","Within.L",888.064730918537
"243190",0.389875275061936,-4.14716937977336,2.00302399212226,2.98884415780822,0.0838399917867982,0.271785392478451,0.296908172352888,"243190","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio",NA,"999","Within.L",95.3294049327182
"4484466",64.9108521405078,1.2725679362608,0.74212969881416,2.98983248100149,0.0837888359775918,0.271785392478451,0.296908172352888,"4484466","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Providencia",NA,"999","Within.L",5285.66762993018
"813091",2.05296052188571,2.08845899672293,1.20585529985946,2.98472881931605,0.0840533656633597,0.271946978790209,0.297129402138519,"813091","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Thalassomonas",NA,"999","Within.L",167.562424362703
"4311140",0.402238232054447,-4.13269267510103,2.0029474120758,2.97391240440834,0.084616983327798,0.27323891897889,0.298051592437271,"4311140","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Arcobacter",NA,"999","Within.L",125.306454811622
"3208272",5.98453408215767,1.23268204986588,0.721388284668456,2.97030976951237,0.0848056139486406,0.273317317822848,0.298182596187274,"3208272","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA,"999","Within.L",604.290698961392
"10830",0.151533307516433,3.92595489693587,2.15413320113931,2.95435155378112,0.0856466566077656,0.275493984407571,0.300602971231177,"10830","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae",NA,NA,"999","Within.L",48.5719822890607
"525841",2.37366686906722,2.24267164794118,1.29872120490184,2.94772309937196,0.085998642920968,0.276092168296467,0.301301295215989,"525841","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA,"999","Within.L",249.528136338872
"321047",0.207876553193178,-5.63780157741965,1.8984173117647,2.93077042563357,0.0869060111253261,0.278467623316796,0.303939495392126,"321047","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae",NA,NA,"999","Within.L",42.6285624573719
"992510",4.04977560242758,2.43808824801735,1.41345005320716,2.91411204532778,0.0878077326762,0.280815883539463,0.306006063078651,"992510","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA,"999","Within.L",301.074379675683
"1122195",0.489055017715785,2.88755911556925,1.66021041064834,2.89060726723562,0.0890973365440938,0.283305680062769,0.308317496758033,"1122195","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Hyphomonadaceae",NA,NA,"999","Within.L",126.525537342225
"833257",0.367969058127135,-3.50227520859505,1.77835869498139,2.89497719966806,0.0888560325606153,0.283305680062769,0.308317496758033,"833257","Bacteria","KSB3",NA,NA,NA,NA,NA,"999","Within.L",178.409024025016
"4421235",0.11965914064404,4.86471336099236,2.6116723139473,2.8922762716538,0.0890050917745607,0.283305680062769,0.308317496758033,"4421235","Bacteria","Bacteroidetes","BME43",NA,NA,NA,NA,"999","Within.L",27.7934921368195
"539488",0.232542468360082,-3.98229609249982,1.97760082778891,2.88031089813637,0.0896687075710747,0.284578360096751,0.309207855004284,"539488","Bacteria","Proteobacteria","Gammaproteobacteria","[Marinicellales]","[Marinicellaceae]",NA,NA,"999","Within.L",49.4665407842687
"913415",0.672091844062217,-2.95480467006354,1.55529829136948,2.85391748183838,0.0911515798366753,0.288733480511221,0.313224189700547,"913415","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Sulfurimonas",NA,"999","Within.L",89.6772600097883
"354185",0.788990174194633,-2.5886439655979,1.39198110195031,2.83910673605226,0.0919953424574381,0.290852194879695,0.315572873342675,"354185","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA,"999","Within.L",388.613759391061
"575731",0.195434005273987,-4.09826791809366,2.0386431175855,2.83390482246784,0.0922937035667597,0.291241800818826,0.316045743170348,"575731","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Sulfurimonas",NA,"999","Within.L",36.2402592589872
"182418",1.24954958787882,4.0010449453876,2.23729413310933,2.82442217684644,0.0928402994570386,0.292411776509574,0.317365537553661,"182418","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"999","Within.L",693.090194821921
"588023",1.21917098218344,-2.48930981985301,1.35227801887672,2.8089731312059,0.0937383602497592,0.293572303381073,0.317851577289479,"588023","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Arcobacter",NA,"999","Within.L",216.455312259534
"148618",1.56097650399234,2.44964528274265,1.44553337525051,2.81122290657947,0.0936069940893935,0.293572303381073,0.317851577289479,"148618","Bacteria","Proteobacteria","Gammaproteobacteria","[Marinicellales]","[Marinicellaceae]","Marinicella",NA,"999","Within.L",132.737535272337
"325677",0.175723114719498,-4.56795082998006,2.23524472098244,2.80952757543912,0.0937059672062743,0.293572303381073,0.317851577289479,"325677","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae",NA,NA,"999","Within.L",37.4790945251643
"821023",0.22965030360892,-4.87294430739174,2.35343382588387,2.78397080462443,0.095211842869174,0.297626493780895,0.322117042284199,"821023","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales",NA,NA,NA,"999","Within.L",93.6074546466052
"867280",4.61331866676418,-1.62501468616509,0.927345716250905,2.76194028177906,0.0965310968310102,0.300930464413271,0.325384292650091,"867280","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","HTCC2188","HTCC",NA,"999","Within.L",446.619479420002
"913984",0.326093791936189,3.23167750777771,1.88046767718469,2.76029018157072,0.0966307083563961,0.300930464413271,0.325384292650091,"913984","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Aquimarina",NA,"999","Within.L",98.8542094755365
"263575",0.832558227722363,2.93843135435789,1.72777389542544,2.75495470061435,0.0969535625307233,0.301371541100173,0.325770588093847,"263575","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Saprospiraceae","Lewinella","cohaerens","999","Within.L",97.4823569699088
"571304",0.227235544513982,-3.73830621533014,1.92448314711668,2.74472793698055,0.0975756837537763,0.301822411600566,0.326351736771203,"571304","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Sulfurimonas",NA,"999","Within.L",43.250131538143
"10865",0.159831160613386,4.381508962627,2.45153024845412,2.7436241594574,0.0976430892610371,0.301822411600566,0.326351736771203,"10865","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae",NA,NA,"999","Within.L",78.0918471647888
"1031197",1.06540877961449,-2.87394989278408,1.5478454916936,2.74765478475638,0.0973971924719893,0.301822411600566,0.326351736771203,"1031197","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,NA,"999","Within.L",296.620043727859
"152483",1.13242275553798,-2.48412456800718,1.38461394574117,2.67013824068954,0.102247142060627,0.315467527359597,0.336663248691262,"152483","Archaea","Crenarchaeota","Thaumarchaeota","Cenarchaeales","Cenarchaeaceae","Nitrosopumilus",NA,"999","Within.L",215.087140220048
"625028",2.33930357175829,-1.85591976365712,1.06856334329792,2.65788015564726,0.103037973754434,0.317318796951157,0.338136283870802,"625028","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Sulfurimonas",NA,"999","Within.L",365.36422402184
"749696",0.745318334873305,2.80523697378256,1.68779789124449,2.65215849933941,0.103409396238469,0.317873985110118,0.338607298810599,"749696","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA,"999","Within.L",62.0503113706174
"101541",5.97930967830504,1.9515281698651,1.21337837850713,2.58729430958704,0.107724215605708,0.33052651393412,0.348863454815197,"101541","Bacteria","Chloroflexi","TK17","mle1-48",NA,NA,NA,"999","Within.L",445.840824680238
"541356",0.473061191535105,2.71748389133175,1.66231152160403,2.57874957962014,0.108307189364516,0.331703233725948,0.350175461180183,"541356","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Sulfurimonas",NA,"999","Within.L",82.6834091642708
"160714",1.87880076582102,2.09723465977391,1.30471691331152,2.57016903671069,0.108896095154581,0.33289376147439,0.351502313703885,"160714","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,NA,"999","Within.L",193.038004535075
"1118618",1.44529944820636,2.53382574313004,1.56158930654711,2.56621466681577,0.109168677678358,0.333114699044237,0.351805444105871,"1118618","Bacteria","Proteobacteria","Alphaproteobacteria","BD7-3",NA,NA,NA,"999","Within.L",147.588564314994
"200775",0.53525541850312,3.62605719861538,2.16126226692844,2.55843963272025,0.109706815380282,0.333532786064733,0.352386165552651,"200775","Bacteria","GN02",NA,NA,NA,NA,NA,"999","Within.L",207.46987237191
"1105712",1.99360772616466,2.23986031755265,1.39217423777574,2.55925581082886,0.109650188052102,0.333532786064733,0.352386165552651,"1105712","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Leucothrix",NA,"999","Within.L",404.29414479478
"618672",0.246241631625771,-3.28651480387281,1.81483249612579,2.50475683062132,0.113503003443657,0.344104883506389,0.363698518279356,"618672","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","OM60",NA,NA,"999","Within.L",66.0173736343235
"271297",5.16602077602536,-1.59383669960975,0.956656307366054,2.50343804132672,0.113598064368616,0.344104883506389,0.363698518279356,"271297","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum",NA,"999","Within.L",612.607813512685
"1108100",1.03951579016672,-2.28594765758048,1.33010972211105,2.49849991061001,0.113954794861698,0.344557861554552,0.364248362147213,"1108100","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Arcobacter",NA,"999","Within.L",244.586003072782
"159828",0.911001708587906,2.65404803632809,1.65574222911898,2.4881153475211,0.114709012360065,0.346208870335369,0.366064903301408,"159828","Bacteria","Planctomycetes","OM190","CL500-15",NA,NA,NA,"999","Within.L",94.7877440171822
"1060565",3.46748306456025,1.85061200625812,1.17657346578357,2.48302953245707,0.115080395759937,0.346275929881336,0.366277510215012,"1060565","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium",NA,"999","Within.L",2190.41021719465
"545618",4.3524483696321,-1.0881949106803,0.669515667197812,2.4821100847289,0.115147678427167,0.346275929881336,0.366277510215012,"545618","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfococcus",NA,"999","Within.L",1000.14040148381
"4329251",1.98463057517867,2.31367416261288,1.4609548154289,2.47128864835179,0.115942832178644,0.348037779626508,0.368211994451211,"4329251","Bacteria","Planctomycetes","Planctomycetia","Pirellulales","Pirellulaceae",NA,NA,"999","Within.L",275.035079658763
"572325",0.0889592023373774,4.1804330280465,2.50992412542875,2.43502370310566,0.11865210140515,0.35552872907525,0.376209319914235,"572325","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,"999","Within.L",23.0436626934
"369261",4.20962565831608,-1.77252097200036,1.07105171539773,2.43133329843249,0.118931702725183,0.355725578474783,0.376249882437211,"369261","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Desulfuromonadaceae",NA,NA,"999","Within.L",662.925410888875
"266637",0.127472929789665,-4.58133649512415,2.44180637809437,2.42533905039187,0.119387408203782,0.356447504206264,0.376720844155844,"266637","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola",NA,"999","Within.L",36.5040930828519
"4436510",0.134264304939334,-4.17612384517976,2.25030335795015,2.42202924940983,0.119639859569572,0.356561086853401,0.376913413587978,"4436510","Bacteria","Lentisphaerae","[Lentisphaeria]","Victivallales","Victivallaceae",NA,NA,"999","Within.L",43.2117357112558
"1110076",0.364308886885374,-3.38977741460608,1.89554062849753,2.4142286148483,0.120237184842718,0.357700247573237,0.378046401681447,"1110076","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA,"999","Within.L",156.021749352161
"4316349",0.103102061647322,4.37014431603454,2.64620446642087,2.35277674678625,0.125060068026986,0.370787462702935,0.390931638546542,"4316349","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae",NA,NA,"999","Within.L",21.1857818588832
"590614",0.160692246236032,3.8177510019326,2.35635483226494,2.35250033408224,0.125082240875735,0.370787462702935,0.390931638546542,"590614","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,"999","Within.L",57.2202221800451
"816811",0.389195469114246,3.58341919102264,2.23407921861221,2.34604664927815,0.125601176184863,0.371663266895779,0.391931403974637,"816811","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Planctomyces",NA,"999","Within.L",302.456236515387
"647833",3.19287424837835,1.28955977457823,0.850533757429763,2.33697776507756,0.126334445796444,0.373169064581681,0.393595765463921,"647833","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae",NA,NA,"999","Within.L",453.428142115007
"588196",2.31352685359963,-1.91966357629256,1.17602570989586,2.33394250070751,0.126580925825631,0.373234183773094,0.393740668168512,"588196","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",NA,NA,"999","Within.L",672.028666789449
"207631",29.2928031040081,1.51478875905693,0.999414627711987,2.32659749656682,0.127179596350323,0.374335696868297,0.394356890100452,"207631","Bacteria","Cyanobacteria","Gloeobacterophycideae","Gloeobacterales","Gloeobacteraceae","Gloeobacter",NA,"999","Within.L",3287.6149317348
"210115",0.552305787697943,-4.27108408875918,2.32407296274808,2.32212958405216,0.127545303783491,0.374748834261386,0.39486903010958,"210115","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae",NA,NA,"999","Within.L",336.829773142483
"4466640",0.363725867034332,-4.04471608809247,2.23316993284756,2.3114041115594,0.128427991465185,0.376676807419051,0.396977574874331,"4466640","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA,"999","Within.L",132.888144746186
"987980",0.713793361114315,-2.49819387198047,1.49899365726271,2.30123530037247,0.129271152776904,0.377817095022831,0.398333176553557,"987980","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","HTCC2188","HTCC",NA,"999","Within.L",86.2952120392481
"1105269",2.62058411776921,1.69986675016067,1.12467348905521,2.30337210155255,0.129093466442285,0.377817095022831,0.398333176553557,"1105269","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,NA,"999","Within.L",316.605470695426
"590360",0.0782766453367451,4.69618053825582,2.90558270532154,2.28066622894342,0.130995592091472,0.382185385347575,0.403016126293919,"590360","Bacteria","Chloroflexi","Anaerolineae","envOPS12",NA,NA,NA,"999","Within.L",27.9977800804901
"1146166",2.18888897309709,2.66543881948396,1.7407458510501,2.26878084343218,0.132003708444862,0.384452131600359,0.40548409037119,"1146166","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,"999","Within.L",276.116805693366
"312446",5.71058255766686,1.21678807927001,0.820678906762722,2.23662686011403,0.134774704871694,0.391836248604243,0.41335108082923,"312446","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Winogradskyella","thalassocola","999","Within.L",513.421761906589
"963779",0.135681462974536,3.89840170465258,2.46129160049515,2.23383192542443,0.135018624569117,0.391860336227648,0.413455166060019,"963779","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA,NA,"999","Within.L",51.836911786964
"152604",0.177445807897805,-4.25589006396697,2.37700385418143,2.21571089761045,0.136612120441246,0.39579434894389,0.417037620385758,"152604","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales",NA,NA,NA,"999","Within.L",62.8929277340646
"254127",0.621926656153684,2.53399760847953,1.68529040369926,2.20339858640335,0.137706833450584,0.398272111353601,0.419728723009596,"254127","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae",NA,NA,"999","Within.L",77.0921247621849
"4375704",0.560863215845201,3.02075682582075,1.98327747734487,2.19802064073446,0.138188079764422,0.398970098347628,0.419895569531091,"4375704","Bacteria","Planctomycetes","Planctomycetia","Pirellulales","Pirellulaceae",NA,NA,"999","Within.L",168.529803661933
"1147375",0.20543758540325,4.0725247693686,2.58166083000122,2.18685628896486,0.139193156771556,0.401175424109353,0.422297882408618,"1147375","Bacteria","Planctomycetes","Planctomycetia","Pirellulales","Pirellulaceae",NA,NA,"999","Within.L",79.6042074332647
"4454573",1.73569173063715,2.35432666880885,1.58182329065463,2.17866116375831,0.139936147733518,0.402619054811142,0.423898884441995,"4454573","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae",NA,NA,"999","Within.L",212.765906174872
"170689",0.262266828528413,3.26967451675796,2.14348555333623,2.16921010579756,0.140798538422534,0.403050017036937,0.424595475381277,"170689","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola",NA,"999","Within.L",101.966274157451
"2618267",0.166313630620417,2.9728013679669,1.9662283756102,2.17369532772153,0.140388528770977,0.403050017036937,0.424595475381277,"2618267","Bacteria","Planctomycetes","Planctomycetia","Pirellulales","Pirellulaceae",NA,NA,"999","Within.L",44.0942831900109
"136876",3.00028284877798,1.70765843713468,1.16415172802251,2.16905190552222,0.140813024593181,0.403050017036937,0.424595475381277,"136876","Bacteria","Planctomycetes","vadinHA49",NA,NA,NA,NA,"999","Within.L",293.24200702483
"4450334",2.43543511890213,-2.06944399804212,1.30724172331978,2.16436192969377,0.141243240447661,0.403586784990482,0.424822291717083,"4450334","Bacteria","Planctomycetes","Planctomycetia","Pirellulales","Pirellulaceae",NA,NA,"999","Within.L",598.657686217939
"971994",1.50487738756908,-2.5447804787317,1.57162522854718,2.16118489225232,0.14153551212108,0.403728227542634,0.424822291717083,"971994","Bacteria","Planctomycetes","OM190","CL500-15",NA,NA,NA,"999","Within.L",462.409845830483
"567703",0.3283761916511,-3.38718899839629,2.0150812358211,2.13644215001011,0.143835135694722,0.409585326473156,0.430412434928432,"567703","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Arcobacter",NA,"999","Within.L",85.7635399132346
"570256",8.08430138392646,1.36409197465731,0.941511710727052,2.13175096467921,0.144275865785501,0.410138059489383,0.431076145268061,"570256","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Reinekea",NA,"999","Within.L",660.505133018622
"578928",0.147093054451859,-4.3121536828883,2.46563255650423,2.11784606288685,0.145591173172181,0.413170854923784,0.434042675796518,"578928","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Arcobacter",NA,"999","Within.L",53.3036650748602
"788632",0.316177980266039,3.3679337282992,2.23318878751163,2.10578615268673,0.146742908725006,0.413810191803324,0.434042675796518,"788632","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae",NA,NA,"999","Within.L",84.3431360165282
