"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","p.adj","otu","domain","phylum","class","order","family","genus","sp","highest","group","mean.N"
"2471826",102.692124584015,5.63866908516408,0.644303668699132,59.0321412831722,1.55117406870945e-14,2.57960247626381e-11,3.0542617412889e-11,"2471826","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae",NA,NA,"999","Above.L",5760.07630798159
"817600",212.076567779474,-6.94157661060568,0.744364762913754,45.5326982891302,1.5011182000234e-11,9.53962304904298e-09,1.12949595812181e-08,"817600","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Candidatus Portiera",NA,"999","Below.L",24255.7252139922
"774258",156.029257509377,-5.65699734756893,0.648018496876294,45.2650631756028,1.72091816879909e-11,9.53962304904298e-09,1.12949595812181e-08,"774258","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae",NA,NA,"999","Below.L",18238.4473907933
"351207",6.57452349736164,-9.57907421255075,0.938886583642157,44.6205696789493,2.39165726901950e-11,9.94331509594859e-09,1.17729329067485e-08,"351207","Bacteria","Proteobacteria","Betaproteobacteria",NA,NA,NA,NA,"999","Below.L",644.646041844098
"354554",4.38142629373382,-10.1179401910578,1.01539772631297,42.4736945894385,7.16392616224303e-11,2.38272184156203e-08,2.82115412269131e-08,"354554","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae",NA,NA,"999","Below.L",574.993204036352
"593801",3.19078759537035,-10.0770633612705,1.05555102727324,39.8037425796576,2.80806508135605e-10,7.45733967158618e-08,8.82952604531159e-08,"593801","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Candidatus Portiera",NA,"999","Below.L",417.437984092368
"800299",10.8925890495231,-8.94378684993844,0.946719763649656,39.5861672655335,3.13898843662677e-10,7.45733967158618e-08,8.82952604531159e-08,"800299","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA,"999","Below.L",1269.82472271587
"592269",149.272885699263,-7.34737167123638,0.833783216392085,39.1504080323439,3.92381250505533e-10,8.15662524488378e-08,9.65748352806744e-08,"592269","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA,"999","Below.L",18694.1695949385
"734330",2.57283503802364,-10.8467326392056,1.16387225840635,38.7700734850295,4.76781806978248e-10,8.8098682778314e-08,1.04309264215574e-07,"734330","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA,"999","Below.L",306.042363793336
"764684",1.25222593280735,-9.80791023718742,1.10724673883148,38.5017399674192,5.47048915769485e-10,9.09742346924653e-08,1.07713931515012e-07,"764684","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Candidatus Portiera",NA,"999","Below.L",150.656485425318
"748873",5.52977537646753,-9.8450260377267,1.04117607967252,37.965594540579,7.2003237494082e-10,1.08855803593326e-07,1.28885795114407e-07,"748873","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae",NA,NA,"999","Below.L",749.156270601412
"792985",50.1394167499066,-7.49964907185098,0.864079034815328,37.4750755478155,9.25886388192035e-10,1.28312421963613e-07,1.5192252486251e-07,"792985","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Candidatus Portiera",NA,"999","Below.L",6550.39521577345
"812024",10.6569337691439,-9.82999741249945,1.05225269664066,36.2958026612238,1.69528579724467e-09,2.1686617544753e-07,2.56770594982674e-07,"812024","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Glaciecola",NA,"999","Below.L",2238.25296987569
"259620",2.59877301989968,-10.7677619201047,1.19232273203179,35.9383590414241,2.03659500364212e-09,2.41918392218346e-07,2.86432540155095e-07,"259620","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"999","Below.L",283.194826836989
"4306293",1.35276008986492,-9.77850000252511,1.13149207027973,35.6058963104432,2.41555280726421e-09,2.67804287898693e-07,3.17081565166883e-07,"4306293","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"999","Below.L",182.944428210745
"814148",2.9806311455592,-11.0589615739057,1.2444453963987,34.5335495089668,4.18967419965811e-09,3.70927276919524e-07,4.39179680249275e-07,"814148","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA,"999","Below.L",380.030961476032
"546944",25.5682055324353,-8.43813904797602,0.973049224054828,34.5112747509452,4.23789432439625e-09,3.70927276919524e-07,4.39179680249275e-07,"546944","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA,"999","Below.L",2786.95065109475
"714004",40.113866828997,6.44190684117649,0.930063988447008,34.5246772027683,4.20881466773033e-09,3.70927276919524e-07,4.39179680249275e-07,"714004","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Saprospiraceae",NA,NA,"999","Above.L",2831.08124284622
"4475224",38.7758047940885,-9.0278109705425,1.01087204298204,34.8217925462695,3.61306475627552e-09,3.70927276919524e-07,4.39179680249275e-07,"4475224","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,NA,"999","Below.L",3862.16617901123
"538884",50.1854421478381,-5.79937981938765,0.756901169065929,34.3772727396611,4.53993818229797e-09,3.77495859858076e-07,4.46956914047235e-07,"538884","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA,"999","Below.L",5380.54857220459
"810672",30.4555789925413,-6.9372363424634,0.86372455636301,33.821980150487,6.03926633104356e-09,4.78252376596449e-07,5.66253114563084e-07,"810672","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Candidatus Rhodoluna",NA,"999","Below.L",2819.88581988654
"2361051",3.47129440928417,-11.2788216886137,1.27568119603545,33.5313982816915,7.01228090578589e-09,5.30064688469179e-07,6.27599141067837e-07,"2361051","Bacteria","Verrucomicrobia","Opitutae","Puniceicoccales","Puniceicoccaceae","MB11C04",NA,"999","Below.L",424.436899866945
"237131",6.14158017487872,-11.5779818321352,1.2246374857596,33.2906844701441,7.93618971210765e-09,5.73821021358045e-07,6.79406849701738e-07,"237131","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA,"999","Below.L",2058.26655824628
"644693",59.646735697211,-6.42532352461216,0.828097534811896,33.128092757461,8.62830435056615e-09,5.9786958895798e-07,7.07880469427698e-07,"644693","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,NA,"999","Below.L",6694.96758430527
"556389",248.216486491988,4.03325345132449,0.66052855703356,32.8427290454883,9.99241176099253e-09,6.64695230341223e-07,7.87002350295772e-07,"556389","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,"999","Above.L",15616.9761033975
"275936",6.31558754548252,-12.1422366550871,1.34250541126303,32.6868454337456,1.08267471031281e-08,6.9249540125008e-07,8.19917886386896e-07,"275936","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales",NA,NA,NA,"999","Below.L",751.917953029542
"747864",20.695269946938,-8.81669772793667,1.03082902860713,32.5433433020216,1.16563695121636e-08,7.1794601847141e-07,8.50051539609264e-07,"747864","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae",NA,NA,"999","Below.L",2153.5845173506
"671457",85.3850993800579,-5.39593496502957,0.750622500424714,31.5261701605921,1.96770359185403e-08,1.16867538330473e-06,1.38371727584306e-06,"671457","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Candidatus Portiera",NA,"999","Below.L",9260.48821168007
"653733",22.1065337616469,-6.92284808787961,0.915794287775356,30.0083148474707,4.30197658878001e-08,2.46696105763488e-06,2.92089375976132e-06,"653733","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","HTCC2188","HTCC",NA,"999","Below.L",1914.94184261218
"773487",58.2847750294464,-5.95331037482385,0.831948967206181,29.5228123283368,5.52624177509901e-08,3.06338002399655e-06,3.62705668505665e-06,"773487","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales",NA,NA,NA,"999","Below.L",7025.3752698307
"232612",3.58808395916076,-11.3265229608781,1.36869568060668,29.1933058468661,6.55051318967877e-08,3.51403336594703e-06,4.16063240983145e-06,"232612","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","NS9",NA,NA,"999","Below.L",448.222424846623
"539184",9.94400770360818,5.97459180856571,0.96852084648673,28.5121562583211,9.31120451495853e-08,4.70771154524032e-06,5.573953116403e-06,"539184","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","Methylotenera","mobilis","999","Above.L",604.776068251401
"795842",115.746040026655,-5.24436543860905,0.773237222363639,28.5058003157671,9.34182086547989e-08,4.70771154524032e-06,5.573953116403e-06,"795842","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Sediminicola",NA,"999","Below.L",19854.99319731
"796307",5.66883005621667,-7.62289078537658,1.00887760448324,28.2399196416426,1.07171305614652e-07,5.24193768344608e-06,6.20647943397795e-06,"796307","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Candidatus Portiera",NA,"999","Below.L",703.888564767333
"582330",27.0268446426769,-6.23980419643125,0.884354380515922,27.9099693798648,1.2709324829849e-07,6.0387449120111e-06,7.14990302570647e-06,"582330","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"999","Below.L",2781.56488190004
"147786",36.8099052016274,-7.20622632352773,0.984260441898773,27.3955892792355,1.65808989316566e-07,7.65945414537358e-06,9.06883055456439e-06,"147786","Archaea","Euryarchaeota","Thermoplasmata","E2","Marine group II",NA,NA,"999","Below.L",5273.34642154854
"4462887",29.4257356385724,-8.53042712265114,1.10067158697272,27.3250705606665,1.71967247467706e-07,7.72923060915662e-06,9.151446223349e-06,"4462887","Archaea","Euryarchaeota","Thermoplasmata","E2","Marine group II",NA,NA,"999","Below.L",3569.85688595521
"572032",4.4744767954158,-7.34700239964455,1.01345248924806,26.6931171782243,2.38469456982799e-07,1.04361764990104e-05,1.23564831789245e-05,"572032","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Candidatus Aquiluna","rubra","999","Below.L",883.81980790662
"752629",1.62945841097492,-10.1876763567644,1.35552358353934,26.5902751102443,2.51506549856096e-07,1.07244972412997e-05,1.2697856324786e-05,"752629","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales",NA,NA,NA,"999","Below.L",389.143183532745
"777498",12.8432075274648,4.38718181241376,0.789297404545638,26.4605839450537,2.68970704086037e-07,1.1182457022377e-05,1.32400829086352e-05,"777498","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae",NA,NA,"999","Above.L",1025.64950236699
"632126",6.3076647915819,-7.99304725418286,1.08593601754715,25.9486907082282,3.50613151673342e-07,1.34178339623061e-05,1.58867799589781e-05,"632126","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA,"999","Below.L",679.358567485391
"4301923",5.45927184133674,6.97369193902161,1.13624073027423,25.9459615328376,3.5110917827315e-07,1.34178339623061e-05,1.58867799589781e-05,"4301923","Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Saprospiraceae",NA,NA,"999","Above.L",413.992719164448
"689465",5.88189701841979,-7.39713970037897,1.03010584210433,25.9889092879969,3.4338436350154e-07,1.34178339623061e-05,1.58867799589781e-05,"689465","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,NA,"999","Below.L",2036.60655852706
"229462",1.92544847955697,-10.4285105216824,1.390782162659,25.8812420443738,3.63080293628246e-07,1.34178339623061e-05,1.58867799589781e-05,"229462","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"999","Below.L",264.498030342187
"593919",9.06197974896942,-7.00763326670802,0.993941156036603,25.9233471113271,3.5524649899069e-07,1.34178339623061e-05,1.58867799589781e-05,"593919","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,NA,"999","Below.L",1049.89899364717
"126508",18.5654045283422,-9.81023054635508,1.24104492112461,25.7312397318972,3.92423108346588e-07,1.4186948460443e-05,1.67974152246616e-05,"126508","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","OM60",NA,NA,"999","Below.L",3964.22505533518
"740763",8.39194330192221,-9.0693204760469,1.1868222018174,25.6276360176023,4.14066539509759e-07,1.46509075575474e-05,1.73467450275471e-05,"740763","Bacteria","Proteobacteria","Gammaproteobacteria","HTCC2188","HTCC2089",NA,NA,"999","Below.L",1041.00135951723
"1027143",19.2356011441679,-7.87696483950452,1.0835827000167,25.443377145632,4.55558862580259e-07,1.5700876847071e-05,1.85899137173078e-05,"1027143","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","HTCC2207",NA,"999","Below.L",3486.47222069709
"587905",28.9213667732836,-5.56952402626531,0.855411623731863,25.4136895416873,4.62623551116345e-07,1.5700876847071e-05,1.85899137173078e-05,"587905","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae",NA,NA,"999","Below.L",3848.20240241923
"118817",0.964276372322844,-9.43090844366058,1.3335354123935,25.2994960401151,4.9083697294368e-07,1.63252377201068e-05,1.93291599945221e-05,"118817","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"999","Below.L",124.652410082632
"247055",53.4549316308451,-7.51332845715101,1.05808564943205,25.0457409388268,5.59862825276998e-07,1.82559191850127e-05,2.16150961366747e-05,"247055","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","OCS155",NA,NA,"999","Below.L",5325.15400446755
"591130",0.89567134014124,-9.32436760793279,1.33683691371278,24.8670548525039,6.14232108491664e-07,1.96436153158007e-05,2.32581350311555e-05,"591130","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Candidatus Portiera",NA,"999","Below.L",272.109317298094
"909231",28.1834847057767,-6.64698540404896,0.986531226238106,24.4622218665043,7.5781256111458e-07,2.37781563987462e-05,2.81534515629171e-05,"909231","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"999","Below.L",2736.59161634357
"746675",3.85664295241324,-5.91839005800139,0.91245213219863,24.4222422471696,7.73702524407907e-07,2.38271721868583e-05,2.82114864918365e-05,"746675","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Candidatus Portiera",NA,"999","Below.L",539.427990480981
"1016465",20.4786573435886,-6.25845871264041,0.95823246358808,23.8721407885005,1.02950924583266e-06,3.05727477824949e-05,3.61982804472234e-05,"1016465","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Pelagibacteraceae",NA,NA,"999","Below.L",2137.81547568907
"227701",1.49747267695585,-10.0658487785698,1.41999910912028,23.8945176604622,1.01761147961646e-06,3.05727477824949e-05,3.61982804472234e-05,"227701","Bacteria","Verrucomicrobia","Opitutae","Puniceicoccales","Puniceicoccaceae","MB11C04",NA,"999","Below.L",172.650615732451
"240435",30.3506875720349,-7.06171434649022,1.04104381063369,23.8363267603588,1.04884253609487e-06,3.06004410092242e-05,3.62310693608914e-05,"240435","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Candidatus Aquiluna","rubra","999","Below.L",3341.97593595392
"734206",1.90103306790854,-7.96856258138616,1.15878134607069,22.9632652917821,1.65126792219563e-06,4.73458371484711e-05,5.60576989448825e-05,"734206","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","HTCC2188","HTCC",NA,"999","Below.L",209.874860622614
"536275",4.90013010361539,-5.87136627476739,0.936020080583379,22.9276800953494,1.68212047481843e-06,4.74129889766618e-05,5.61372070324997e-05,"536275","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Candidatus Portiera",NA,"999","Below.L",590.104945066143
"806938",1.38701774014768,-9.955319082846,1.45242732011625,22.5608443702699,2.03592029612735e-06,5.6428924207663e-05,6.68121177179124e-05,"806938","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA,"999","Below.L",405.155744530599
"337129",3.75603054099468,-11.3925048805815,1.58983374804011,21.6887558570706,3.20665366224357e-06,8.7420738365755e-05,0.000103506574769797,"337129","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Candidatus Portiera",NA,"999","Below.L",452.454097053476
"1105105",1.52340471073104,-10.0906533756351,1.49381711353035,21.625595089119,3.31399833297318e-06,8.88899875441033e-05,0.000105246172864906,"1105105","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Pelagibacteraceae",NA,NA,"999","Below.L",199.773819233407
"333759",0.938193283531914,-9.39131453952084,1.4503513862251,21.2565410988329,4.0173709110675e-06,0.000106045838493734,0.000125558782918919,"333759","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Candidatus Portiera",NA,"999","Below.L",104.939138002355
"621743",8.95560622892682,-7.20057567993328,1.12464476760873,21.0043968026955,4.58230572513422e-06,0.000119068350326534,0.000140977499574832,"621743","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae",NA,NA,"999","Below.L",2214.12119001204
"633497",5.2997473360517,-8.96178973536026,1.30880398149148,20.7078495130448,5.34962529404353e-06,0.000136868105599914,0.000162052495445719,"633497","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,NA,"999","Below.L",414.957758565752
"586507",1.06811981835685,-9.57839373645233,1.48993599932595,20.5626314226117,5.77117209841551e-06,0.000145416048479773,0.000172173300936063,"586507","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,NA,"999","Below.L",283.997037239619
"641641",9.88362737496831,-6.52944181753349,1.06507964307892,20.5009753183226,5.96008740152951e-06,0.000147008468037086,0.000174058733352389,"641641","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","OM60",NA,NA,"999","Below.L",1168.25393553257
"542823",1.0969342646205,-9.61681057573473,1.49591820631673,20.4846403015031,6.01117007006727e-06,0.000147008468037086,0.000174058733352389,"542823","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,NA,"999","Below.L",203.816892708898
"213080",9.73282098172558,-6.40250728484772,1.05357193209596,20.3939983294099,6.3027149860224e-06,0.000151904565532685,0.000179855736340263,"213080","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales",NA,NA,NA,"999","Below.L",1456.08796311077
"1091363",9.73889926420594,5.02764922209445,1.01895234257599,19.7710323270837,8.72957347423649e-06,0.000201628898439657,0.000238729585705162,"1091363","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","Methylotenera","mobilis","999","Above.L",693.325946840489
"884345",17.2846176781477,-6.57736639973507,1.08918548985669,19.7806850975628,8.6855968710476e-06,0.000201628898439657,0.000238729585705162,"884345","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SUP05",NA,NA,"999","Below.L",2724.15502854937
"540127",21.5636528746306,-7.14900931231565,1.15170771576597,19.8034111807565,8.5829364046517e-06,0.000201628898439657,0.000238729585705162,"540127","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"999","Below.L",2557.36159904071
"318137",11.9011891160158,-7.35951436671217,1.17851187445461,19.6719500676872,9.19410794794771e-06,0.000209449335855302,0.000247989021226151,"318137","Bacteria","Bacteroidetes","[Rhodothermi]","[Rhodothermales]","[Balneolaceae]","Balneola",NA,"999","Below.L",2019.06462982694
"216695",2.49225304754588,-10.8007580944149,1.63950384472853,19.2646667868981,1.13792829536218e-05,0.000255726318268555,0.000302781191022721,"216695","Bacteria","Proteobacteria","Gammaproteobacteria","HTCC2188",NA,NA,NA,"999","Below.L",696.041320797956
"557211",92.7978456930425,-5.04935568859741,0.920578103136197,19.0248680624013,1.290259147022e-05,0.000286093461533011,0.000338736034731508,"557211","Bacteria","Cyanobacteria","Synechococcophycideae","Synechococcales","Synechococcaceae","Synechococcus",NA,"999","Below.L",12988.1844501906
"3192521",19.8449833736908,3.43563915667561,0.760386384972759,18.8066900825877,1.44658813748315e-05,0.000310754372864707,0.000367934672381604,"3192521","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,"999","Above.L",1614.95026306265
"553974",0.88095132214112,-9.30051008242626,1.53381935478307,18.7923089749712,1.45753704650915e-05,0.000310754372864707,0.000367934672381604,"553974","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae",NA,NA,"999","Below.L",253.153820814392
"543167",45.2151868808513,3.29573862566681,0.733112141202502,18.7998974640902,1.45174929593682e-05,0.000310754372864707,0.000367934672381604,"543167","Bacteria","Planctomycetes","Planctomycetia","Pirellulales","Pirellulaceae",NA,NA,"999","Above.L",3072.35887892783
"639712",7.98421087931553,-6.16256747652149,1.07306468165607,18.6481661643312,1.57198400915864e-05,0.000330912583193774,0.000391802090383969,"639712","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae",NA,NA,"999","Below.L",838.041560215604
"344370",11.95830674781,-5.969329960131,1.04998516129262,18.6179130972109,1.59712770400202e-05,0.00033200292146942,0.000393093056147498,"344370","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA,"999","Below.L",1350.77064788553
"341186",0.37294742705938,-8.06042381795603,1.42936184468707,18.5623695258338,1.64434707587478e-05,0.000335707996882381,0.000397479883260017,"341186","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"999","Below.L",74.2236255152039
"190209",30.6165656095974,5.05072204238669,1.05566288508121,18.549685870395,1.65532505979286e-05,0.000335707996882381,0.000397479883260017,"190209","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Planctomyces",NA,"999","Above.L",2614.82497666023
"557216",27.892634365818,-7.22280096290077,1.20182956238682,18.428794350757,1.76372592272068e-05,0.000353382675841506,0.000418406788173136,"557216","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,NA,"999","Below.L",3196.39406352767
"341734",31.8590420231795,-7.14339691282626,1.20186355652273,18.157192398785,2.03399767505294e-05,0.000402683111144409,0.000476778740735623,"341734","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","OM60",NA,NA,"999","Below.L",4858.15444665158
"610287",0.467807706141909,-8.38740432728007,1.47823803711195,18.1125187291734,2.08227919116264e-05,0.000402776749055024,0.000476889608472245,"610287","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Candidatus Portiera",NA,"999","Below.L",55.3634544938472
"563856",8.92665373763378,-5.79630316512041,1.04280533195123,18.1119415786652,2.08291042806567e-05,0.000402776749055024,0.000476889608472245,"563856","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","OM60",NA,NA,"999","Below.L",1450.48598268783
"307124",0.665550983872213,-8.89598708989735,1.5281167771134,18.051963613597,2.14956826792085e-05,0.000410888739029009,0.000486494243624846,"307124","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA,"999","Below.L",88.0056171788196
"185015",10.7468585309047,5.08121145027536,1.07782851198639,17.9666090795561,2.24814138524481e-05,0.000424847627688878,0.000503021634948527,"185015","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Hyphomonadaceae",NA,NA,"999","Above.L",2096.09675278947
"837519",4.68119389558998,-5.87322138509626,1.05870169077926,17.9269444855748,2.29548209477976e-05,0.000428919856586375,0.000507843173552959,"837519","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Candidatus Portiera",NA,"999","Below.L",611.727455714441
"551207",2.01543578572404,-10.4943919501236,1.6837835020856,17.7087661222892,2.57437498267267e-05,0.00047568728846496,0.000563216037875831,"551207","Bacteria","Verrucomicrobia","Opitutae","Puniceicoccales","Puniceicoccaceae","MB11C04",NA,"999","Below.L",388.212094072747
"663753",19.0376037722128,-5.3002530523467,0.989889753388288,17.6671703339778,2.63129116199411e-05,0.000480861231032551,0.00056934201076554,"663753","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Candidatus Portiera",NA,"999","Below.L",2408.8255717515
"817309",9.29245417480531,-5.31082454352817,0.998574195779456,17.4172904078562,3.0008380002761e-05,0.000536601461769802,0.000635338712101467,"817309","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"999","Below.L",828.972645468318
"4470278",21.9341997210011,-8.7239379702348,1.39765649452828,17.4335843727984,2.97522498559245e-05,0.000536601461769802,0.000635338712101467,"4470278","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","OCS155",NA,NA,"999","Below.L",3419.66200350589
"563825",16.2065644404317,-4.79206654098758,0.928662194521247,17.3041041007607,3.18498221231478e-05,0.000563470789263774,0.000667152125111468,"563825","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,"999","Below.L",2267.9006069899
"665721",1.99131522048902,8.11168701638602,1.55126544961541,17.2297029904889,3.31217133757294e-05,0.00057654786370268,0.000682635444155488,"665721","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae",NA,NA,"999","Above.L",3462.76961171626
"581028",2.69960833212559,-10.9160302498587,1.74295204262434,17.2205096039795,3.32823781812731e-05,0.00057654786370268,0.000682635444155488,"581028","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Pelagibacteraceae",NA,NA,"999","Below.L",611.392405357119
"349161",1.03071026807281,-9.52700005018052,1.62546045958728,17.1549497484537,3.44510501380328e-05,0.00058461322836274,0.000692184874712107,"349161","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA,"999","Below.L",173.294629313875
"118311",28.0617718715833,4.83221344575174,1.05976198479864,17.1607778603889,3.43455085245101e-05,0.00058461322836274,0.000692184874712107,"118311","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Hyphomonadaceae",NA,NA,"999","Above.L",2512.98549893374
"677903",0.463432167372422,-8.3738648601192,1.51825735124255,17.1355581259517,3.48045665511648e-05,0.000584646405803909,0.000692224156962055,"677903","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Candidatus Portiera",NA,"999","Below.L",64.2668795392357
"4215619",5.13026011511974,6.44644833241765,1.32388876447242,17.0664231044859,3.60948614399755e-05,0.000594314401729497,0.000703671110646651,"4215619","Bacteria","Proteobacteria","Gammaproteobacteria","HTCC2188","HTCC2089",NA,NA,"999","Above.L",416.207203736507
"261971",0.478993316424202,-8.42140291602605,1.52565333203011,17.0728530436355,3.5972855725827e-05,0.000594314401729497,0.000703671110646651,"261971","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Candidatus Portiera",NA,"999","Below.L",96.0842762334674
"734168",2.58670148998339,-8.49788297559427,1.40853622444936,16.8808715021831,3.98006635410384e-05,0.000636882469313604,0.000754071907443468,"734168","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae",NA,NA,"999","Below.L",269.480181500596
