Site.Code,Site,Subsite,Subsite.Name,Ocean,Coast,First.Year.In.ZEN,Latitude,Longitude,Sampling.Time,Month,Date.Collected,Temperature.C,Salinity.ppt,Day.length.hours,Depth.Categorical,Depth.m,Perc.Silt,Perc.Sand,Perc.Gravel,GenotypicRichness,AllelicRichness,Inbreeding,NOTES,Mean.Shoots.Zmarina.per.m2,SD.Shoots.Zmarina.per.m2,SE.Shoots.Zmarina.per.m2,Std.Total.Abund.Mesograzers1,Std.Total.Abund.Molluscs1,Std.Total.Abund.Crustacean1s,Std.Total.Abund.Amphipods1,Std.Abund.Gammarids1,Std.Abund.Caprellids1,Std.Abund.Isopods1,Std.Abund.Gastropods1,Std.Abund.Polychaetes1,SE.Std.Total.Abund.Mesograzers,SE.Std.Total.Abund.Molluscs,SE.Std.Total.Abund.Crustaceans,SE.Std.Total.Abund.Amphipods,SE.Std.Abund.Gammaridss,SE.Std.Abund.Caprellids,SE.Std.Abund.Isopods,SE.Std.Abund.Gastropods,SE.Std.Abund.Polychaetes,SD.Std.Total.Abund.Mesograzers,SD.Std.Total.Abund.Molluscs,SD.Std.Total.Abund.Crustaceans,SD.Std.Total.Abund.Amphipods,SD.Std.Abund.Gammaridss,SD.Std.Abund.Caprellids,SD.Std.Abund.Isopods,SD.Std.Abund.Gastropods,SD.Std.Abund.Polychaetes,Std.Total.Biomass.Mesograzers1,Std.Total.Biomass.Molluscs1,Std.Total.Biomass.Crustacean1s,Std.Total.Biomass.Amphipods1,Std.Biomass.Gammarids1,Std.Biomass.Caprellids1,Std.Biomass.Isopods1,Std.Biomass.Gastropods1,Std.Biomass.Polychaetes1,SE.Std.Total.Biomass.Mesograzers,SE.Std.Total.Biomass.Molluscs,SE.Std.Total.Biomass.Crustaceans,SE.Std.Total.Biomass.Amphipods,SE.Std.Biomass.Gammaridss,SE.Std.Biomass.Caprellids,SE.Std.Biomass.Isopods,SE.Std.Biomass.Gastropods,SE.Std.Biomass.Polychaetes,SD.Std.Total.Biomass.Mesograzers,SD.Std.Total.Biomass.Molluscs,SD.Std.Total.Biomass.Crustaceans,SD.Std.Total.Biomass.Amphipods,SD.Std.Biomass.Gammaridss,SD.Std.Biomass.Caprellids,SD.Std.Biomass.Isopods,SD.Std.Biomass.Gastropods,SD.Std.Biomass.Polychaetes,Mean.Grazer.Richness,SE.Grazer.Richness,SD.Grazer.Richness,Total.Grazer.Richness,Mean.Site.Std.Periphyton,SD.Site.Std.Periphyton,SE.Site.Std.Periphyton,Mean.Site.Std.SessileInvertebrate,SD.Site.Std.SessileInvertebrate,SE.Site.Std.SessileInvertebrate,Mean.Site.Std.TotalEpibiota,SD.Site.Std.TotalEpibiota,SE.Site.Std.TotalEpibiota,Mean.Pred.Amphipod,Mean.Pred.Gastropod,Mean.Pred.Isopod,Mean.Pred.Lettuce,Mean.Pred.Shrimp,Mean.Pred.Squid,SE.Pred.Amphipod,SE.Pred.Gastropod,SE.Pred.Isopod,SE.Pred.Lettuce,SE.Pred.Shrimp,SE.Pred.Squid,Mean.Macroalgae.g.m2,SD.Mean.Macroalgae.g.m2,SE.Mean.Macroalgae.g.m2,Sheath.Width.cm.,Shealth.Length.cm.,Longest.Leaf.Length.cm.,SD.Sheath.Width.cm.,SD.Shealth.Length.cm.,SD.Longest.Leaf.Length.cm.,SE.Sheath.Width.cm.,SE.Shealth.Length.cm.,SE.Longest.Leaf.Length.cm.,Site.Code,Site,Below.Zmarina.g,Below.OtherSeagrass.g,Above.Zmarina.g,Above.OtherSeagrass.g,Macroalgae.g,TOTAL.Seagrass.Biomass,Total.Seagrass.Biomass.Above,Total.Seagrass.Biomass.Below,SD.Below.Zmarina.g,SD.Below.OtherSeagrass.g,SD.Mean.Above.Zmarina.g,SD.Above.OtherSeagrass.g,SD.Macroalgae.g,SD.Mean.Total.Seagrass.Biomass.Above,SD.Mean.Total.Seagrass.Biomass.Below,SE.Below.Zmarina.g,SE.Below.OtherSeagrass.g,SE.Mean.Above.Zmarina.g,SE.Above.OtherSeagrass.g,SE.Macroalgae.g,SE.Mean.Total.Seagrass.Biomass.Above,SE.Mean.Total.Seagrass.Biomass.Below,Mean.Leaf.PercN,Mean.Leaf.PercC,SD.Mean.Leaf.PercN,SD.Mean.Leaf.PercC,SE.Mean.Leaf.PercN,SE.Mean.Leaf.PercC
FR,FR.A,A,"Bouzigues, Etang de Thau",Atlantic,East.Pacific,2014,43.446971,3.661503,1,June,2014-06-18,35,38.8,15,Shallow.Subtidal,2,47.105,52.08,0,0.95,5.84,0.0429,,93.5033104025,37.606757899467,9.40168947486676,2.11649143209959,1.43881372457013,0.660078606865685,0.323200157892016,0.283780253467632,0.0394199044243839,0.27081855747122,1.43881372457013,0.0175991006637819,0.379514738827556,0.299769027005549,0.150654957515267,0.0993728865503336,0.0850870477035357,0.0182217486761259,0.0808721955133785,0.299769027005549,0.00933531083609008,1.69724150896299,1.34060784386676,0.673749452302959,0.444409058893841,0.380520845339747,0.0814901374174685,0.361671453315136,1.34060784386676,0.0417487792411756,5.45296905495981,4.05649214800376,1.27698002943399,0.230546317487306,0.216738224713838,0.0138080927734676,1.03310743834728,4.05649214800376,0.11949687752206,0.880453328910121,0.765375581013784,0.420401480704101,0.0778099726036181,0.0745183974716501,0.0073549253014539,0.383902584241504,0.765375581013784,0.0941892135920294,3.93750698891802,3.42286365493044,1.88009257739187,0.347976776138173,0.333256404641916,0.0328922258869681,1.71686455020369,3.42286365493044,0.42122696867805,5.65,0.693105141260765,3.09966042282733,17,0.0388810617086086,0.0152096700034802,0.00340098560431211,0.00705644120428198,0.00850208070183818,0.00190112303994993,0.0508312859173306,0.0198035850000017,0.0044282162258199,0.75,0,NA,0,NA,0.25,0.0993399267798783,0,NA,0,NA,0.0993399267798783,300.656,136.092818457806,30.4312793321193,0.5425,6.862,42.0675,0.0743303437365925,1.71557447797339,9.0876821635257,0.0166207701385947,0.383614115321222,2.03206750755558,FR,FR.A,298.275,0,125.95,33.825,294.025,718.25,159.775,298.275,88.9233074354702,0,88.4038133257062,39.9701451085682,106.25236529875,95.4655455896882,88.9233074354702,19.8838560209824,0,19.7676936066481,8.93759615332892,23.7587511578144,21.3467449447648,19.8838560209824,1.41715835325,36.1721694945,0.177068447516865,0.177068447516865,0.0395937085318063,0.299894595061026
FR,FR.B,B,"Peyrac sur mer, Etang de Bages-Sigean",Atlantic,East.Pacific,2014,43.082895,2.973231,1,June,2014-06-24,35,32.5,15,Shallow.Subtidal,1,72.28,23.695,0,0.95,5.7,0.0476,,319.9006875315,210.756888136194,47.1266728598849,0.63637902272392,0.426573308395352,0.161604364822311,0.0712612002689512,0.0712612002689512,0,0.0803180103841767,0.426573308395352,0.0482013495062569,0.0709760372096024,0.0489804537484729,0.0265773398462162,0.0199533092974242,0.0199533092974242,0,0.0162102254210073,0.0489804537484729,0.0373822640580262,0.317414487948451,0.219047248300739,0.118857477114506,0.0892339119302383,0.0892339119302383,0,0.0724943319439349,0.219047248300739,0.167178567173187,7.52321837789577,6.99411896981849,0.439815095260912,0.124462132000009,0.124462132000009,0,0.280755887824191,6.99411896981849,0.0892843128163743,0.85243011057489,0.791924067551185,0.0905958128293723,0.0468744680022913,0.0468744680022913,0,0.0878101357154177,0.791924067551185,0.0831331409705252,3.81218334662623,3.54159209612517,0.405156791926648,0.209628993724524,0.209628993724524,0,0.392698865146312,3.54159209612517,0.371782708786334,5.05,0.467214590615715,2.08944716939295,20,0.0202967340241148,0.00762396299011679,0.00170476995038437,0,0,0,0.0202967340241148,0.00762396299011679,0.00170476995038437,0.4,0.25,NA,0,NA,0.2,0.112390297389803,0.0993399267798783,NA,0,NA,0.0917662935482247,0,0,0,0.4255,9.445125,95.0076,0.0547217843661053,3.229075808286,11.0107119823331,0.0122361629692697,0.722043301182758,2.46207004731684,FR,FR.B,168.3,0,225.7,101.1,0,394,326.8,168.3,77.325423067912,0,126.358241769811,104.12500078979,0,172.63815215342,77.325423067912,17.2904902368782,0,28.254561811465,23.2830579923189,0,38.6030643724999,17.2904902368782,2.01433306345,34.2621751785,0.249461030950191,0.249461030950191,0.0557811822941806,0.245570674573504
IR,IR.A,A,Greyabbey,Atlantic,East.Pacific,2014,54.531944,-5.569167,1,June,2014-06-18,20.4,40,17.3,Intertidal,<1,NA,NA,NA,1,5.4,0.1295,,615.92818943,324.658078298805,72.5957532520578,189.096540717894,183.921063368242,5.17547734965233,0.275801804168157,0.275801804168157,0,4.89967554548417,183.921063368242,0,32.9236003103299,33.0112403315364,1.16938477693462,0.151935020502139,0.151935020502139,0,1.19455436822352,33.0112403315364,0,147.238816715862,147.630754805796,5.22964770615846,0.679474068011212,0.679474068011212,0,5.34220954033423,147.630754805796,0,61.3811724938778,57.4323984202367,3.94877407364109,0.104347433484659,0.104347433484659,0,3.84442664015643,57.4323984202367,0,9.10589800140166,9.1506297290177,0.971245601642639,0.0767258740329716,0.0767258740329716,0,0.985546598969777,9.1506297290177,0,40.7228138546272,40.9228602220281,4.34354237624125,0.343128539941621,0.343128539941621,0,4.40749838058029,40.9228602220281,0,2.25,0.14281014264437,0.638666373658505,6,0.139941284776612,0.0980898517247908,0.0219335576359507,0,0,0,0.139941284776612,0.0980898517247908,0.0219335576359507,0.210526315789474,0,NA,0,NA,0,0.0960916767552923,0,NA,0,NA,0,3.90827777777778,4.11149080042075,1.37049693347358,0.19,2.616,10.4895,0.0365628514378072,0.362947002075771,1.21792522024353,0.00817570212661628,0.081157416887118,0.272336358397595,IR,IR.A,8.47631578947368,25.7368421052632,13.24475,14.15,0,45.74725,27.39475,32.5025,16.4656697439539,9.23515087564391,6.40991408822467,5.8716535822095,0,10.0024193750944,23.3909446885125,3.77748370797949,2.11868891554121,1.43330036312039,1.31294165501506,0,2.2366089662172,5.23037423814517,2.50656110055,33.875087738,0.199164196429376,0.199164196429376,0.0445344681900206,0.241568606552746
IR,IR.B,B,Donegal ,Atlantic,East.Pacific,2014,54.2225,-7.701944,1,July,2014-07-02,16.3,40,17.18,Intertidal,1,NA,NA,NA,1,3.04,0.0122,,334.224598940526,184.463740895863,42.3188844901335,0.503326689947548,0.0909169430957431,0.299905691220668,0.0989053444090469,0.0989053444090469,0,0.201000346811621,0.0909169430957431,0,0.119625606266028,0.0458775936694205,0.0714067903093926,0.0463027836259878,0.0463027836259878,0,0.0512562742895454,0.0458775936694205,0,0.521435928773402,0.199975794577825,0.311254982841242,0.201829154630311,0.201829154630311,0,0.22342091985053,0.199975794577825,0,2.10043023580679,1.55719887766686,0.370988866782164,0.127687036503527,0.127687036503527,0,0.243301830278637,1.55719887766686,0,1.52591110102706,1.52911125105863,0.173325910988509,0.0811017042848947,0.0811017042848947,0,0.122207893006608,1.52911125105863,0,6.65129228620385,6.66524141679561,0.755510130296035,0.353514133126776,0.353514133126776,0,0.532691855718835,6.66524141679561,0,1.2,0.212751399277976,0.951453182187509,7,0.205392896266029,0.111116869864034,0.0248464874462978,0,0,0,0.205392896266029,0.111116869864034,0.0248464874462978,0.65,0.111111111111111,NA,0.210526315789474,NA,0.105263157894737,0.109424330980483,0.0762215933966706,NA,0.0960916767552923,NA,0.0723351864143449,31.1421388888889,52.7709406855609,12.4382300027844,0.308,8.087,35.9191,0.041371233331488,3.47787155115248,9.33970152740721,0.00925088900422122,0.777675720538959,2.08842075048411,IR,IR.B,83.5,0,46.75,0,0,130.25,46.75,83.5,56.1140755397807,0,23.2704352751455,0,0,23.2704352751455,56.1140755397807,12.5474887401508,0,5.20342751412344,0,0,5.20342751412344,12.5474887401508,2.370700407,34.768994522,0.32427987454799,0.32427987454799,0.072511184322441,0.806802004370167
JN,JN.A,A,Akkeshi-ko estuary,Pacific,West.Pacific,2011,43.021167,144.903217,1,July,2014-07-22,21,26,15,Shallow.Subtidal,1,56.455,39.67,0,1,6.58,0.1275,,133.6898395475,24.4388813328139,5.46469999542225,23.5744177158771,0.0135427952329361,23.4561170830858,23.2963944554389,23.2684485614767,0.0279458939621654,0.159722627646891,0.0135427952329361,0.10475783755839,3.14065538628686,0.0135427952329361,3.13933551820055,3.1100772484215,3.10193591912363,0.0201683400730888,0.0524496999141301,0.0135427952329361,0.0527022311140568,14.0454378752765,0.0605652214924103,14.0395352457519,13.9086882854919,13.8722791540175,0.0901955587935191,0.23456218881492,0.0605652214924103,0.235691542673871,54.7528639963959,0.0941224268689057,53.1618261560484,50.8510260706837,50.7285671633415,0.122458907342209,2.31080008536471,0.0941224268689057,1.49691541347859,6.96636868806237,0.0941224268689057,7.15037722910099,7.09379267173801,7.06026233808491,0.0883776662002749,0.896793980996075,0.0941224268689057,0.866593282196428,31.154547885667,0.420928289372252,31.9774590980728,31.7244052645921,31.5744530538789,0.395236938633201,4.01058460663976,0.420928289372252,3.87552297567174,4.2,0.277204085942393,1.23969435961577,14,0.619009506657133,0.331150547162137,0.0740475134240788,0.0016990878817859,0.00216246256360362,0.000483541329101616,0.62308416035923,0.331904279656136,0.074216053133422,0.55,0.0555555555555556,NA,0,NA,0.3,0.114132886537902,0.0555555555555556,NA,0,NA,0.105131496607569,1.20474277777778,2.93608990821788,0.692043028091417,0.795,31.49,142.917,0.0475173098653754,3.12112327957673,17.8749260138329,0.0106251934966901,0.697904381929064,3.99695496597097,JN,JN.A,53.9,0,144.025,0,0,197.925,144.025,53.9,20.0929419396333,0,51.8447771820135,0,0,51.8447771820135,20.0929419396333,4.49291840449765,0,11.5928446057312,0,0,11.5928446057312,4.49291840449765,2.37821621295,36.346788788,0.317707656854112,0.317707656854112,0.071041591769797,0.132651199503399
JN,JN.B,B,Akkeshi-bay,Pacific,West.Pacific,2014,43.052222,144.842699,1,July,2014-07-28,16,30,15,Shallow.Subtidal,1,NA,NA,NA,0.74,3.78,-0.057,,192.57703081,44.3894263731132,9.92577748525031,8.55519147634776,6.40663978020644,2.07981743541222,1.99439448516786,1.86631138378655,0.128083101381312,0.0854229502443652,6.40663978020644,0.0687342607290991,0.958829804624258,0.92002173993127,0.337483808802112,0.328741952075803,0.32887941012149,0.0674854286504106,0.030593394213466,0.92002173993127,0.0224787029077482,4.28801724398537,4.11446230252791,1.50927347557413,1.47017870379495,1.47079343486337,0.30180401190606,0.136817818247517,4.11446230252791,0.100527815495494,8.79478721293549,3.50986993510975,5.05640699245563,3.05753270294921,2.96786953428434,0.0896631686648682,1.99887428950642,3.50986993510975,0.228510285370112,1.25503122813578,0.468260595223489,0.92907204385287,0.465480470548182,0.470098130462737,0.0577462435767631,0.948228839473013,0.468260595223489,0.0921862650384105,5.61267027999329,2.09412504420847,4.15493649209937,2.08169194868865,2.10234275162049,0.258249052165806,4.24060828657478,2.09412504420847,0.412269510435396,7.2,0.414220891998968,1.85245214442058,19,0.166186837082841,0.077907490274459,0.0174206444210094,0.0128832729840734,0.0151187859814896,0.00338066331918817,0.180334627679786,0.0909857147264013,0.0203450243109637,0.4,0,NA,0.2,NA,1,0.112390297389803,0,NA,0.0917662935482247,NA,0,3.3746135,3.0839678665424,0.689596179001379,0.9575,70.026,247.431,0.0407656976545619,4.96126087539087,37.7447797575687,0.00911548711058043,1.10937165714841,8.43998933336816,JN,JN.B,83.65,0,208.375,0,0,292.025,208.375,83.65,38.982148410995,0,116.020628270194,0,0,116.020628270194,38.982148410995,8.71667337559703,0,25.9430011604388,0,0,25.9430011604388,8.71667337559703,2.36109257945,33.9055248255,0.279662981865635,0.279662981865635,0.062534543824185,0.3690261337095
JS,JS.A,A,Ikunoshima,Pacific,West.Pacific,2014,34.297834,132.91631,1,July,2014-07-08,22,32.5,14.2,Subtidal,2,73.515,24.135,0,1,5.59,0.0855,,120.957473881,28.4704351509747,6.3661828346579,1.97069473681072,0.210419168502849,1.4786578332273,0.897254137033788,0.783617103344084,0.113637033689704,0,0.210419168502849,0.281617735080569,0.317510360760532,0.0781458100263265,0.290084080894142,0.196366100889199,0.157107568774127,0.0672395747080729,0,0.0781458100263265,0.078786233616456,1.41994950044206,0.349478686751301,1.2972954481397,0.87817590012966,0.702606407117344,0.300704519650853,0,0.349478686751301,0.352342748115149,0.871572241418305,0.12328344765447,0.544079404952211,0.233412360012398,0.177002595268165,0.0564097647442326,0,0.12328344765447,0.204209388811625,0.300473154942564,0.0581139800458197,0.173006050541778,0.0649107029892912,0.0478444537264633,0.0305917767915035,0,0.0581139800458197,0.138466583300095,1.3437567997308,0.259893619651038,0.773706579060359,0.290289488702708,0.21396690175743,0.136810584916604,0,0.259893619651038,0.619241385742301,3.1,0.369209682258854,1.65115589496379,9,0.00796433614365241,0.00543346501521268,0.00121495971273825,0,0,0,0.00796433614365241,0.00543346501521268,0.00121495971273825,0.529411764705882,0.333333333333333,NA,0,NA,0.75,0.124783549621155,0.125988157669742,NA,0,NA,0.0993399267798783,0.0983333333333333,0.124324843320499,0.0507554047477814,0.959875,21.82425,97.7775,0.0766248336479692,3.37420059733452,9.28939512789209,0.0171338336801472,0.754494190536038,2.07717189758221,JS,JS.A,179.1,0,411.375,0,0,590.475,411.375,179.1,74.2346209485064,0,198.176614146919,0,0,198.176614146919,74.2346209485064,16.599365872479,0,44.3136380783258,0,0,44.3136380783258,16.599365872479,1.4014570058,34.624846077,0.194725317532963,0.194725317532963,0.0435419046943936,0.1466307785377
JS,JS.B,B,Onoura,Pacific,West.Pacific,2014,34.274018,132.26617,1,June,2014-06-19,20.4,30.4,14.27,Subtidal,1.98,18.895,79.625,0.27,1,5.86,0.0454,,95.492742541,42.5805993079631,9.52131145752861,5.827718410475,0.853255889742511,3.23376236566005,1.63701500279806,1.56181978201515,0.075195220782904,0.0808350293436951,0.853255889742511,1.74070015507244,0.996713525011448,0.200804486256428,0.722507081947679,0.502094343316958,0.481418344500048,0.0369222919102337,0.033701964174473,0.200804486256428,0.3378916774141,4.45743839203807,0.898024962912591,3.23114989892004,2.24543416554967,2.15296828783504,0.165121509192746,0.150719765738768,0.898024962912591,1.51109751945872,8.95177826583132,1.60240070842163,4.31155357983447,1.67369317876063,1.38008257587607,0.293610602884556,0.333542785768153,1.60240070842163,3.03782397757522,1.70142473157557,0.878309764851396,0.925640734222224,0.491727020774363,0.395780731173693,0.145953879842282,0.171456473998446,0.878309764851396,0.866288236179275,7.60900271680462,3.92792067901915,4.13959120892742,2.19907008964985,1.7699852381779,0.652725593814355,0.766776662085902,3.92792067901915,3.8741587684105,4.5,0.380442955126341,1.7013926184468,13,0.00776402509738202,0.0101058469277614,0.00291730672206609,0,0,0,0.00776402509738202,0.0101058469277614,0.00291730672206609,0.85,0.3,NA,0.25,NA,0.75,0.0819178021909125,0.105131496607569,NA,0.0993399267798783,NA,0.0993399267798783,103.149,59.4383477049517,13.2908185938541,0.884,17.957,86.327,0.0832497826771306,3.93774862205884,17.1577869693096,0.0186152173178148,0.88050735972297,3.83659780068364,JS,JS.B,53.825,0,148.9,0,0,202.725,148.9,53.825,32.8374285005132,0,71.9342901908621,0,0,71.9342901908621,32.8374285005132,7.34267223334365,0,16.0849962779964,0,0,16.0849962779964,7.34267223334365,1.32497478725,35.1538063045,0.161004033509087,0.161004033509087,0.0360015963577973,0.159677635388369
KO,KO.A,A,Dongdae bay,Pacific,West.Pacific,2014,34.89466111,128.0202722,1,July,2014-07-17,23.8,31.3,14.14,Intertidal,0.4,76,18.61,0,0.95,5.42,-0.0096,,78.821656061,22.7990781381718,5.09802885412816,8.82937424800123,6.56676329719875,0.528839300154648,0.528839300154648,0.501718798836291,0.0271205013183577,0,6.56676329719875,1.73377165064783,0.880273849736448,0.64941124333509,0.19164052439262,0.19164052439262,0.193579581174028,0.0207638835701146,0,0.64941124333509,0.262737194779269,3.83702475364269,2.83071798249676,0.835341679314571,0.835341679314571,0.843793831870517,0.0905076701575742,0,2.83071798249676,1.14524488075219,39.5229490135041,37.7047476184597,0.338009113360889,0.338009113360889,0.317438076138686,0.0205710372222032,0,37.7047476184597,1.48019228168345,3.84843278886806,3.75945937760619,0.191849769451935,0.191849769451935,0.19310133334509,0.0143681494920204,0,3.75945937760619,0.36936754345671,16.7749296176843,16.3871035093317,0.83625375738256,0.83625375738256,0.841709197914209,0.062629311641402,0,16.3871035093317,1.61003579495167,4.65,0.31850803509653,1.42441123571146,18,0.103174070027987,0.0287528675059991,0.00642933662914589,0,0,0,0.103174070027987,0.0287528675059991,0.00642933662914589,NA,0.05,0.05,0.05,NA,0.95,NA,0.05,0.05,0.05,NA,0.05,0,0,0,1.0745,26.405,118.137,0.0787718223732319,7.80094967228181,10.6086603648548,0.0176139149538085,1.74434537562768,2.37216857260231,KO,KO.A,39.325,0,119.725,0,0,159.05,119.725,39.325,20.2252285134446,0,35.1195233602712,0,0,35.1195233602712,20.2252285134446,4.52249858165291,0,7.85296415709581,0,0,7.85296415709581,4.52249858165291,2.50389628405,34.1327896115,0.250081479498666,0.250081479498666,0.0559199188072738,0.17696157311498
KO,KO.B,B,Koje bay,Pacific,West.Pacific,2014,34.80097222,128.5836944,1,June,2014-06-27,23.3,33.6,14.25,Intertidal,0.76,NA,NA,NA,0.53,3.45,-0.0831,,160.8280254755,52.9134766789515,11.8318130779985,3.46311632973568,0.50934337535995,0.83494137188407,0.79955036504145,0.538369112751327,0.261181252290123,0,0.50934337535995,2.11883158249166,0.507938790215307,0.144215376535156,0.166147004535769,0.162538675973569,0.130667493763602,0.0930896590486497,0,0.144215376535156,0.391336826505783,2.27157132666086,0.644950770666672,0.743031992799889,0.726895056899426,0.584362797009889,0.416309611270118,0,0.644950770666672,1.75011149233195,3.68860467950092,0.734523560441288,0.668272006124234,0.668272006124234,0.260873922958147,0.407398083166087,0,0.734523560441288,2.28580911293539,0.713575805028714,0.33261682802238,0.172010037332731,0.172010037332731,0.0711666915277536,0.14926115573918,0,0.33261682802238,0.592778876401982,3.19120801428668,1.4875076758368,0.769252272576526,0.769252272576526,0.318267119979631,0.667516181265976,0,1.4875076758368,2.65098772652155,3.85,0.412150968763427,1.84319516629483,17,0.0409804646669614,0.0159896128679689,0.00357538613066838,0,0,0,0.0409804646669614,0.0159896128679689,0.00357538613066838,0.9,0,NA,0,NA,0.894736842105263,0.0688247201611685,0,NA,0,NA,0.0723351864143449,0,0,0,0.932,16.68,77.973,0.0640394615184961,3.48030851626994,12.8212837439199,0.0143196589197839,0.778220642505101,2.8669262010218,KO,KO.B,110.175,0,190.825,0,0,301,190.825,110.175,24.4558006250159,0,66.6606241779169,0,0,66.6606241779169,24.4558006250159,5.46848326417173,0,14.9057687084388,0,0,14.9057687084388,5.46848326417173,1.0926171659,35.1227268215,0.0957353947860186,0.0957353947860186,0.0214070850594316,0.119848450742039
LI,LI.A,A,Site 1 (Landscape Lab),Atlantic,West.Atlantic,2014,40.85762,-72.45119,2,September,2014-09-29,20.3,31.4,12.4,Shallow.Subtidal,1,15.075,84.565,0,0.68,4.72,0.0614,,298.205406561579,171.483837681051,39.3410904685385,3.18264380906357,0.434061645621605,2.70834071474981,2.58478310248227,2.41511893259268,0.169664169889592,0,0.474303094313758,0,0.697081839241169,0.201030597239144,0.550690212107139,0.562397614041413,0.537570000707895,0.0968240012057792,0,0.200484451461849,0,3.11744475684767,0.899036161968217,2.46276149763068,2.51511859076058,2.40408612849493,0.433010097099288,0,0.896593723800902,0,1.04735456321837,0.262164538426707,0.769294652558262,0.769294652558262,0.743112164082328,0.0261824884759338,0,0.278059910660108,0,0.301908806544414,0.136904270297667,0.205881078652649,0.205881078652649,0.197822518603439,0.0173215433538715,0,0.136223306173114,0,1.35017722887829,0.612254509591179,0.920728174296609,0.920728174296609,0.884689198155013,0.0774642968289326,0,0.6092091454457,0,1.65,0.1817314386381,0.812727700887249,7,0.269496221911257,0.136326964038344,0.0304836358755905,0,0,0,0.277006001742759,0.134536291857713,0.0300832294034598,NA,NA,NA,0.1,1,1,NA,NA,NA,0.0688247201611685,0,0,39.85282,24.9370129775548,5.5760856173607,0.433,11.368,43.233,0.0374306376058296,2.46691283740801,6.30500310947793,0.0083697450127795,0.551618479901119,1.40984155511402,LI,LI.1,480.9,0,99.85,0,0,580.75,99.85,480.9,248.432591725762,0,52.0222877337457,0,0,52.0222877337457,248.432591725762,55.5512162925255,0,11.6325371717709,0,0,11.6325371717709,55.5512162925255,1.75888530836842,35.640000916,0.142057519266884,0.142057519266884,0.0325902300344436,0.57226640557171
LI,LI.B,B,"Site 2 (Tiana Beach, Summer)",Atlantic,West.Atlantic,2014,40.83158,-72.54082,2,September,2014-09-29,18.8,30,11.8,Shallow.Subtidal,1.5,21.6,77.965,0,0.79,4.97,0.0398,Missing all epibiota data from timepoint 1,323.08377896,85.3332258309745,19.08108936974,6.05266916010181,0.186708720334097,5.85672682942607,5.80841415704841,5.80841415704841,0,0.0178883537132794,0.195942330675741,0,1.03606972185346,0.0633197444821072,1.01674265477198,1.02106945750095,1.02106945750095,0,0.010064459491705,0.0652922609994677,0,4.51612321602154,0.276004367328322,4.43187848373833,4.45073857958253,4.45073857958253,0,0.043869961845701,0.284602367491962,0,2.16996499821947,0.332502039432458,1.82745321219832,1.78693836875749,1.78693836875749,0,0.040514843440827,0.342511786021152,0,0.317933901224101,0.220622196212875,0.293988736670396,0.302305636697567,0.302305636697567,0,0.0364456252259815,0.221691226631343,0,1.34887930514793,0.93602070613436,1.24728857575262,1.2825741941986,1.2825741941986,0,0.15462569245125,0.94055621808352,0,2.88888888888889,0.290243180538229,1.2313975269104,13,0.0873836625271888,0.0313342120601681,0.00718856125503926,0,0,0,0.0926658483600146,0.0336503254356811,0.00771991410481,NA,NA,NA,0.0526315789473684,1,0.611111111111111,NA,NA,NA,0.0526315789473684,0,0.118235637353762,3.2509,2.35273458391569,0.554544859539632,0.447,12.593,48.045,0.0368639033258966,2.3467269479897,8.18963626208534,0.00824301937526854,0.524744098033558,1.83125833930201,LI,LI.2,257.925,0,103.175,0,0,361.1,103.175,257.925,89.4140685680656,0,47.9092549569111,0,0,47.9092549569111,89.4140685680656,19.9935935463022,0,10.7128350835022,0,0,10.7128350835022,19.9935935463022,1.509795156,34.0577551845,0.284589961993812,0.284589961993812,0.0636362500732246,0.367007613757671
MA,MA.A,A,Dorothy Cove,Atlantic,West.Atlantic,2011,42.42014,-70.91544,1,June,2014-06-15,15.1,32.35,15.25,Shallow.Subtidal,1,1.66,65.75,0,0.74,4.87,-0.0115,,214.8586707395,95.7019273461908,21.3996015123829,10.9048120171875,10.3151409371069,0.58967108008061,0,0,0,0.0839724429012334,0,0,1.34859777514205,1.31642517138129,0.119800246313395,0,0,0,0.0301418604875728,0,0,6.03111259904519,5.88723234100073,0.535762988955942,0,0,0,0.134798498037055,0,0,0.487627975927462,0,0.487627975927462,0,0,0,0.487627975927462,0,0,0.175033783851335,0,0.175033783851335,0,0,0,0.175033783851335,0,0,0.78277487810118,0,0.78277487810118,0,0,0,0.78277487810118,0,0,2.35,0.254175654140783,1.13670808176853,6,0.0193886885095412,0.011645214984707,0.0026039492318404,0,0,0,0.0193886885095412,0.011645214984707,0.0026039492318404,0.55,0.157894736842105,0.315789473684211,0,NA,0.55,0.114132886537902,0.085947008518708,0.109561368392954,0,NA,0.114132886537902,NA,NA,NA,0.4315,16.461,58.197,0.0518372960633355,8.37559732355345,8.71208785176333,0.01159117177674,1.87284049676308,1.94808206624929,MA,MA.A,629,0,192.447368421053,0,0,821.447368421053,192.447368421053,629,352.159173291472,0,74.725961340391,0,0,74.725961340391,352.159173291472,80.7908551799135,0,17.143311260089,0,0,17.143311260089,80.7908551799135,1.56806015965,35.939354324,0.28145865704982,0.28145865704982,0.0629360690019199,0.167364942299751
