Site.Code,Site,Subsite,Subsite.Name,Ocean,Coast,First.Year.In.ZEN,Latitude,Longitude,Sampling.Time,Month,Date.Collected,Temperature.C,Salinity.ppt,Day.length.hours,Depth.Categorical,Depth.m,Perc.Silt,Perc.Sand,Perc.Gravel,GenotypicRichness,AllelicRichness,Inbreeding,NOTES,Mean.Shoots.Zmarina.per.m2,SD.Shoots.Zmarina.per.m2,SE.Shoots.Zmarina.per.m2,Std.Total.Abund.Mesograzers1,Std.Total.Abund.Molluscs1,Std.Total.Abund.Crustacean1s,Std.Total.Abund.Amphipods1,Std.Abund.Gammarids1,Std.Abund.Caprellids1,Std.Abund.Isopods1,Std.Abund.Gastropods1,Std.Abund.Polychaetes1,SE.Std.Total.Abund.Mesograzers,SE.Std.Total.Abund.Molluscs,SE.Std.Total.Abund.Crustaceans,SE.Std.Total.Abund.Amphipods,SE.Std.Abund.Gammaridss,SE.Std.Abund.Caprellids,SE.Std.Abund.Isopods,SE.Std.Abund.Gastropods,SE.Std.Abund.Polychaetes,SD.Std.Total.Abund.Mesograzers,SD.Std.Total.Abund.Molluscs,SD.Std.Total.Abund.Crustaceans,SD.Std.Total.Abund.Amphipods,SD.Std.Abund.Gammaridss,SD.Std.Abund.Caprellids,SD.Std.Abund.Isopods,SD.Std.Abund.Gastropods,SD.Std.Abund.Polychaetes,Std.Total.Biomass.Mesograzers1,Std.Total.Biomass.Molluscs1,Std.Total.Biomass.Crustacean1s,Std.Total.Biomass.Amphipods1,Std.Biomass.Gammarids1,Std.Biomass.Caprellids1,Std.Biomass.Isopods1,Std.Biomass.Gastropods1,Std.Biomass.Polychaetes1,SE.Std.Total.Biomass.Mesograzers,SE.Std.Total.Biomass.Molluscs,SE.Std.Total.Biomass.Crustaceans,SE.Std.Total.Biomass.Amphipods,SE.Std.Biomass.Gammaridss,SE.Std.Biomass.Caprellids,SE.Std.Biomass.Isopods,SE.Std.Biomass.Gastropods,SE.Std.Biomass.Polychaetes,SD.Std.Total.Biomass.Mesograzers,SD.Std.Total.Biomass.Molluscs,SD.Std.Total.Biomass.Crustaceans,SD.Std.Total.Biomass.Amphipods,SD.Std.Biomass.Gammaridss,SD.Std.Biomass.Caprellids,SD.Std.Biomass.Isopods,SD.Std.Biomass.Gastropods,SD.Std.Biomass.Polychaetes,Mean.Grazer.Richness,SE.Grazer.Richness,SD.Grazer.Richness,Total.Grazer.Richness,Mean.Site.Std.Periphyton,SD.Site.Std.Periphyton,SE.Site.Std.Periphyton,Mean.Site.Std.SessileInvertebrate,SD.Site.Std.SessileInvertebrate,SE.Site.Std.SessileInvertebrate,Mean.Site.Std.TotalEpibiota,SD.Site.Std.TotalEpibiota,SE.Site.Std.TotalEpibiota,Mean.Pred.Amphipod,Mean.Pred.Gastropod,Mean.Pred.Isopod,Mean.Pred.Lettuce,Mean.Pred.Shrimp,Mean.Pred.Squid,SE.Pred.Amphipod,SE.Pred.Gastropod,SE.Pred.Isopod,SE.Pred.Lettuce,SE.Pred.Shrimp,SE.Pred.Squid,Mean.Macroalgae.g.m2,SD.Mean.Macroalgae.g.m2,SE.Mean.Macroalgae.g.m2,Sheath.Width.cm.,Shealth.Length.cm.,Longest.Leaf.Length.cm.,SD.Sheath.Width.cm.,SD.Shealth.Length.cm.,SD.Longest.Leaf.Length.cm.,SE.Sheath.Width.cm.,SE.Shealth.Length.cm.,SE.Longest.Leaf.Length.cm.,Site.Code,Site,Below.Zmarina.g,Below.OtherSeagrass.g,Above.Zmarina.g,Above.OtherSeagrass.g,Macroalgae.g,TOTAL.Seagrass.Biomass,Total.Seagrass.Biomass.Above,Total.Seagrass.Biomass.Below,SD.Below.Zmarina.g,SD.Below.OtherSeagrass.g,SD.Mean.Above.Zmarina.g,SD.Above.OtherSeagrass.g,SD.Macroalgae.g,SD.Mean.Total.Seagrass.Biomass.Above,SD.Mean.Total.Seagrass.Biomass.Below,SE.Below.Zmarina.g,SE.Below.OtherSeagrass.g,SE.Mean.Above.Zmarina.g,SE.Above.OtherSeagrass.g,SE.Macroalgae.g,SE.Mean.Total.Seagrass.Biomass.Above,SE.Mean.Total.Seagrass.Biomass.Below,Mean.Leaf.PercN,Mean.Leaf.PercC,SD.Mean.Leaf.PercN,SD.Mean.Leaf.PercC,SE.Mean.Leaf.PercN,SE.Mean.Leaf.PercC
MA,MA.B,B,Niles Beach,Atlantic,West.Atlantic,2014,42.59697,-70.6556,1,June,2014-06-18,14.8,32.15,15,Shallow.Subtidal,1.5,NA,NA,NA,0.89,5.56,0.0093,,318.30914185,107.324577337624,23.9985050583361,11.2931956903525,8.29807457000659,2.99512112034596,1.688306268877,0,1.688306268877,0.0294066112013118,0,0,1.12179226060257,1.00466248120711,0.319567409262686,0.25444585588535,0,0.25444585588535,0.0169120717056307,0,0,5.01680750268101,4.49298720484539,1.42914890100972,1.13791646070552,0,1.13791646070552,0.0756330839482819,0,0,1.00697430207371,0,1.00697430207371,0.894440367725888,0,0.894440367725888,0.112533934347826,0,0,0.170103443124293,0,0.170103443124293,0.151645158844582,0,0.151645158844582,0.0749376476084924,0,0,0.760725724065377,0,0.760725724065377,0.678177767270477,0,0.678177767270477,0.335131348253027,0,0,3.5,0.17013926184468,0.760885910252682,7,0.0152508805118372,0.00526716977194839,0.00117777496591087,0,0,0,0.0152508805118372,0.00526716977194839,0.00117777496591087,0.533333333333333,0,0.222222222222222,0,NA,0.315789473684211,0.133333333333333,0,0.100831690330337,0,NA,0.109561368392954,0,0,0,0.496,8.956,39.98975,0.0607323723612998,2.84032318398341,8.96154569535859,0.0135801713034696,0.635115571745556,2.00386253582924,MA,MA.B,155.5,0,115.210526315789,0,0,270.710526315789,115.210526315789,155.5,54.6841943445372,0,46.9557462432784,0,0,46.9557462432784,54.6841943445372,12.5454145766724,0,10.7723869838416,0,0,10.7723869838416,12.5454145766724,1.99845334885,34.937292099,0.337348903695074,0.337348903695074,0.0754335080797215,0.138158708809409
MX,MX.A,A,San Quintin Bay,Pacific,East.Pacific,2014,30.419675,-115.9641889,1,June,2014-06-13,17.855,34,14.08,Intertidal,0.438,10.44,89.575,0,0.68,4.47,0.1184,,358.09778456625,130.171254677461,29.107177417524,72.9394186741772,2.51013720071214,67.1886419023494,65.553610477657,65.4959792503565,0.057631227300555,0.0993928711320016,2.51013720071214,3.2406395711157,12.6027650958113,0.473867760343391,11.5663903117624,11.3860209773153,11.3890975899278,0.0291972911513047,0.0687389810644898,0.473867760343391,0.925728727893699,56.3612789173913,2.1192010489468,51.7264699827915,50.9198337970312,50.9335928269152,0.130574255546341,0.30741006872854,2.1192010489468,4.13998472858944,30.6910724081919,11.0124896305528,18.0994901176274,17.8182939758334,17.8030576189459,0.0152363568875258,0.281196141793968,11.0124896305528,1.57909266001171,5.56807930806699,3.40322029589353,2.85860856110976,2.77667985860857,2.77523559796608,0.00786590941983518,0.26127958255045,3.40322029589353,0.3255819742486,24.9012076738955,15.2196638480498,12.7840861274086,12.4176898312065,12.4112309012589,0.0351774163352148,1.16847781543115,15.2196638480498,1.45604685333691,8.6,0.419272552982199,1.87504385913616,20,0.434633435965791,0.142377373266601,0.0318365485081981,0.000196001657922995,0.000604757763910076,0.00013522794700237,0.434829437623714,0.142166349432037,0.0317893621443024,NA,0,NA,0.1,0.5,0.4,NA,0,NA,0.0688247201611685,0.114707866935281,0.112390297389803,134.266,83.4519427669539,18.6604216881331,0.75625,20.634,80.54225,0.0561277912211805,1.24814030081811,4.83470035946277,0.0125505556597475,0.279092655808632,1.08107186546014,MX,MX.A,161.55,0,241.375,0,0,402.925,241.375,161.55,44.3846523972088,0,76.7101302237675,0,0,76.7101302237675,44.3846523972088,9.92470999178579,0,17.1529065743205,0,0,17.1529065743205,9.92470999178579,2.2059756815,32.313353444,0.201914039337436,0.201914039337436,0.0451493517570073,0.208574534285249
MX,MX.B,B,Punta Banda Estuary,Pacific,East.Pacific,2014,31.7584722,-116.6227778,1,July,2014-07-11,25.416,33,14.12,Intertidal,0.324,42.425,55.44,0,1,6.37,0.1127,,"1,807.995925695",622.373741017769,139.166999232658,171.245497683684,7.81268255464592,163.196102517234,159.078014272558,159.078014272558,0,3.38374218736349,7.81268255464592,0.236712611804366,41.3245448191428,1.04760612265377,41.0825754823287,40.7228485904287,40.7228485904287,0,0.845531712276187,1.04760612265377,0.153078221690345,184.80898270968,4.68503700779764,183.726862938506,182.11811537126,182.11811537126,0,3.7813327715627,4.68503700779764,0.684586619148787,89.5650137932678,19.9088609736999,69.5608799489483,63.9275924838255,63.9275924838255,0,5.63328746512285,19.9088609736999,0.0952728706195797,15.9594160348895,6.3032251862175,14.8331058475884,13.4998479124318,13.4998479124318,0,2.02857624139504,6.3032251862175,0.0534189661243806,71.3726782704261,28.1888799877422,66.3356659853148,60.3731552362123,60.3731552362123,0,9.07206874660067,28.1888799877422,0.238896879083747,9.05,0.45,2.01246117974981,22,0.508317662336865,0.431659998957634,0.0965221100836758,0,0,0,0.508317662336865,0.431659998957634,0.0965221100836758,NA,0.05,NA,0.15,0.8,0.85,NA,0.05,NA,0.0819178021909125,0.0917662935482247,0.0819178021909125,2.23838333333333,3.26461904914809,0.942414343413616,0.313,10.6022,45.6221,0.0343511280746353,2.43090842019366,10.7489393253964,0.00768114574786861,0.543567647462964,2.4035359017607,MX,MX.B,186.175,0,155.75,0,0,341.925,155.75,186.175,53.8162749302515,0,73.7751741156161,0,0,73.7751741156161,53.8162749302515,12.033684903986,0,16.4966304374401,0,0,16.4966304374401,12.033684903986,2.9143276096,36.4090971955,0.496646863115743,0.496646863115743,0.111053614673883,0.883430003157005
NC,NC.A,A,Middle Marsh,Atlantic,West.Atlantic,2011,34.692458,-76.622589,1,May,2014-05-23,22.6,34,14.15,Intertidal,0.079,NA,NA,NA,1,6.15,0.0832,,590.640296516667,230.887986517396,54.4208203203195,54.7514814817792,23.019278059517,30.0457173794179,25.8300422389699,25.4239898735997,0.406052365370231,0.258174870705796,22.9680493945258,0,19.8422295977523,15.5231756991355,5.52473975026774,5.33959440328979,5.34691210353148,0.220383783727954,0.118739186847935,15.5270368728936,0,88.7371484114649,69.4217521798797,24.7073872791878,23.8793921160668,23.9121178664256,0.985586243108636,0.531017786770062,69.4390198738719,0,20.2447499379842,9.97449440024028,10.2144596349573,NA,NA,NA,NA,NA,NA,6.77166500091201,5.809214015774,1.91588687226709,2.07941739616592,2.07843520605803,0.115562396582542,0.0793953536036099,6.42131185672967,0,30.2838065257908,25.9795948702304,8.56810656717734,NA,NA,NA,NA,NA,NA,8.3,1.0159258157749,4.54335836833921,41,0.223153817118214,0.106996062345039,0.0239250468728313,0,0,0,0.223153817118214,0.106996062345039,0.0239250468728313,0.833333333333333,NA,0.333333333333333,0,NA,1,0.0903876907577734,NA,0.166666666666667,0,NA,0,1.54681,2.33105694570194,0.521240179001258,0.4435,9.9025,45.358,0.031165939573093,1.7543356067334,8.2369741506147,0.00696891594680867,0.392281367200421,1.84184341296831,NC,NC.A,194.25,0,148.25,0,0,342.5,148.25,194.25,131.165574350654,0,69.0422258286074,0,0,69.0422258286074,131.165574350654,29.3295140555864,0,15.4383110270658,0,0,15.4383110270658,29.3295140555864,1.6576109052,34.286654567,0.2809684346059,0.2809684346059,0.0628264519310498,0.943627819267297
NC,NC.B,B,Shackleford Island,Atlantic,West.Atlantic,2014,34.670544,-76.574561,1,May,2014-05-25,24.4,25,14.2,Intertidal,0.177,20.835,78.49,0,1,6.66,0.1063,,419.37229437,117.440545037155,26.2605042017703,5.8495994153388,1.04211902031393,4.80748039502487,3.36258719490686,2.5387032084744,0.823883986432456,0.970736221607698,1.04211902031393,0,0.782532361408978,0.265148610598263,0.814901089043801,0.651689398483466,0.458183685323797,0.49806956715515,0.391063293095748,0.265148610598263,0,3.49959110940781,1.18578063487467,3.6443484600811,2.91444359044996,2.04905973313077,2.22743481936562,1.74888821373403,1.18578063487467,0,4.27300723653056,1.98829568494824,2.28471155158232,1.11359137922148,0.941797240012556,0.171794139208922,1.08291643079875,1.98829568494824,0,0.773957908261712,0.588539027411295,0.599346818928738,0.222535965864077,0.213772049707709,0.0906999464375876,0.435992814087232,0.588539027411295,0,3.46124498919347,2.63202654540653,2.68036045844583,0.995211094221296,0.956017669671804,0.405622491580072,1.94981914000096,2.63202654540653,0,4.85,0.608168086183936,2.71981036490646,23,0.301817743904315,0.0630008567262746,0.0140874198280675,0,0,0,0.301817743904315,0.0630008567262746,0.0140874198280675,0.8,NA,0.444444444444444,0.111111111111111,NA,1,0.10690449676497,NA,0.175682092231577,0.111111111111111,NA,0,0.212185,0.257580410081774,0.0575967306615118,0.3485,6.1345,25.674,0.0279614396135671,0.701738255297065,3.42915579606471,0.00625236797246914,0.156913444125634,0.76678254654381,NC,NC.B,217.65,0,151.2,33.65,0,368.85,184.85,217.65,86.7793784623731,0,53.1834956591452,30.0688245617669,0,60.3422475725363,86.7793784623731,19.4044589287047,0,11.8921911574914,6.72359357236261,0,13.4929367487313,19.4044589287047,1.53637127275,35.0520804405,0.126029877276282,0.126029877276282,0.0281811372785723,0.384451041276995
NN,NN.A,A,Misvaerfjorden,Atlantic,East.Atlantic,2014,67.2147,15.0083,1,June,2014-06-17,8,24.5,24,Subtidal,NA,9.23,90.775,0,0.32,3.37,0.1231,,185.9,85.3536913764071,19.0856656048184,8.89313989595719,8.70630432993884,0.186835566018347,0.0934177830091736,0.0934177830091736,0,0.0934177830091736,8.70630432993884,0,3.18873682409522,3.21152200571829,0.186835566018347,0.0934177830091736,0.0934177830091736,0,0.0934177830091736,3.21152200571829,0,13.8993815737779,13.9986998778831,0.814397351333198,0.407198675666599,0.407198675666599,0,0.407198675666599,13.9986998778831,0,8.68243376328969,8.54386419336817,0.138569569921512,0.0851036003213572,0.0851036003213572,0,0.0534659696001549,8.54386419336817,0,5.66016130166851,5.66382293510071,0.107675948492636,0.0851036003213572,0.0851036003213572,0,0.0385165996397494,5.66382293510071,0,24.6720711181127,24.6880318082119,0.469348578129291,0.370957993532271,0.370957993532271,0,0.167889965478483,24.6880318082119,0,1.2,0.1555973210431,0.695852373938459,6,0.0925634226752867,0.0408122355756524,0.0091258933060894,0,0,0,0.0925634226752867,0.0408122355756524,0.0091258933060894,0.1,0,NA,0,NA,0,0.0688247201611685,0,NA,0,NA,0,8.934855,10.9938779985894,2.45830585411853,0.3075,3.0775,22.8775,0.0335410196624968,0.842376806548308,2.35905171626228,0.0075,0.188361180211121,0.5275,NN,NN.A,67.9,0,30.9,0,0,98.8,30.9,67.9,44.716534090341,0,18.5753090220098,0,0,18.5753090220098,44.716534090341,9.99892099441893,0,4.1535653676279,0,0,4.1535653676279,9.99892099441893,2.4044094621,38.220352269,0.494694054054421,0.494694054054421,0.110616953293064,1.08805966406149
NN,NN.B,B,Rövika,Atlantic,East.Atlantic,2014,67.26672333,15.25606333,1,June,2014-06-20,10.5,18.5,24,Subtidal,NA,3.055,96.945,0,0.74,2.3,0.0702,,651.875,134.401389697546,30.0530643634152,10.4857839298228,10.3117844024446,0.173999527378161,0,0,0,0.138753510178104,10.3117844024446,0,0.946657914137588,0.965907791708269,0.0939189839275063,0,0,0,0.0899626822250184,0.965907791708269,0,4.23358289489961,4.31967096451279,0.420018464879229,0,0,0,0.402325345786707,4.31967096451279,0,5.48123023153711,4.0696451928143,1.41158503872282,0,0,0,1.41158503872282,4.0696451928143,0,1.37040684148944,0.424675870325824,1.37331275353068,0,0,0,1.37331275353068,0.424675870325824,0,6.12864570880233,1.89920822890486,6.14164134252403,0,0,0,6.14164134252403,1.89920822890486,0,3.5,0.235081172990814,1.05131496607569,8,0.0881022122739786,0.0474362950571664,0.0106070780348561,0,0,0,0.0881022122739786,0.0474362950571664,0.0106070780348561,0.2,0,NA,0,NA,0,0.0917662935482247,0,NA,0,NA,0,5.951185,11.2731326085416,2.52074908320685,0.265,4.465,23.1725,0.0609140896327727,1.6682878080614,6.6918150122291,0.0136208045206395,0.373040494485942,1.49633532601979,NN,NN.B,259.45,0,68.05,0,0,327.5,68.05,259.45,143.56567358383,0,35.6938370030458,0,0,35.6938370030458,143.56567358383,32.1022605368991,0,7.98138459166077,0,0,7.98138459166077,32.1022605368991,1.72602887155,38.1192762375,0.293266460877773,0.293266460877773,0.0655763742043482,0.285889608483749
OR,OR.A,A,Yaquina Bay,Pacific,East.Pacific,2014,44.6127333333333,-124.014133333333,1,August,2014-08-09,17,36,14.22,Intertidal,NA,15.465,84.33,0,0.74,4.63,-0.1219,,170.295390877,58.6705871787934,13.119142121161,1.29325840723633,0.0164279934976625,0.633187981532638,0.328966980716836,0.315211822532517,0.0137551581843191,0.304221000815802,0.0164279934976625,0.643642432206028,0.146236765352483,0.0118508715493477,0.0875111737420485,0.0744292446451058,0.0748848740896507,0.0137551581843191,0.0677134424165783,0.0118508715493477,0.0860172846503246,0.653990696275675,0.0529987087539194,0.39136186655603,0.332857701080838,0.334895337901943,0.0615149374828003,0.302823720467973,0.0529987087539194,0.38468099143615,2.95387913096203,0.00249705501164469,2.20433731045354,0.428017131930889,0.425775041146845,0.00224209078404402,1.77632017852265,0.00249705501164469,0.747044765496841,0.715689859299658,0.00180133247550085,0.592574295779793,0.0952128636775488,0.0955582292622134,0.00224209078404402,0.583219092280555,0.00180133247550085,0.183877401078161,3.20066235240259,0.00805580373059575,2.65007281416537,0.42580487103084,0.427349392879638,0.0100269348096964,2.60823507223009,0.00805580373059575,0.822324736673521,3.2,0.224780594779607,1.00524937990007,8,0.713800472994239,0.189175009588018,0.0458816791916843,0,0,0,0.713800472994239,0.189175009588018,0.0458816791916843,0.6,0.125,0.2,0,NA,0.631578947368421,0.112390297389803,0.0853912563829966,0.0917662935482247,0,NA,0.113697205235226,3.19315789473684,3.41713501282967,0.78394453670311,0.866,43.941,117.72,0.0863530086636428,6.32422402146573,16.5689856119959,0.0193091197433533,1.41413948169345,3.70493781466387,OR,OR.A,79.35,0,286.8,0,0,366.15,286.8,79.35,48.7634192057077,0,142.814049139358,0,0,142.814049139358,48.7634192057077,10.9038320159281,0,31.93419220176,0,0,31.93419220176,10.9038320159281,2.8794177652,35.1378926285,0.266752197225214,0.266752197225214,0.0596476046143008,0.334341284235307
OR,OR.B,B,Coos Bay,Pacific,East.Pacific,2014,43.34625,-124.318283333333,1,August,2004-08-09,16,33,14.22,Intertidal,NA,NA,NA,NA,0.68,4.16,-0.0507,,216.4502164575,59.8627891657748,13.385726589741,6.73150830138026,4.80174130286234,1.43880773076209,0.276123453174588,0.247753720939519,0.0283697322350689,1.1626842775875,4.80174130286234,0.490959267755822,0.570196116147386,0.442559815524329,0.226206559682789,0.0798112583824307,0.0741112353883668,0.0252808420422507,0.172212648441477,0.442559815524329,0.068058278219434,2.54999455242384,1.97918766324433,1.01162648881416,0.35692679822583,0.331435520449752,0.113059362669814,0.770158377000834,1.97918766324433,0.304365873060495,8.33116171035062,2.72094318490091,4.92207632213755,0.189259548600879,0.18368199941828,0.00557754918259906,4.73281677353668,2.72094318490091,0.688142203312154,0.817082373336797,0.409007594588845,0.663628824736283,0.0805034238938502,0.0800785047620031,0.00506816531280546,0.662175587999386,0.409007594588845,0.148941387615967,3.65410345999588,1.82913756962867,2.96783832787725,0.36002225649626,0.358121960368759,0.022665524321279,2.96133925561504,1.82913756962867,0.666086134744896,4.7,0.34105100714363,1.52522647153585,11,0.0183856700670494,0.00949523192260647,0.00212319840410741,0,0,0,0.0183856700670494,0.00949523192260647,0.00212319840410741,0.777777777777778,0,0.0526315789473684,0.25,NA,0.555555555555556,0.100831690330337,0,0.0526315789473684,0.0993399267798783,NA,0.120516921010365,63.121,29.7993991285236,6.66334821400267,0.816909722222222,29.2216527777778,106.328,0.0519524549558745,3.17629576132988,14.1504465269459,0.0116169220879331,0.710241323897806,3.16413603462269,OR,OR.B,162.15,0,315.725,0,0,477.875,315.725,162.15,69.9599697571479,0,115.833646030122,0,0,115.833646030122,69.9599697571479,15.6435248080812,0,25.9011906605001,0,0,25.9011906605001,15.6435248080812,2.49322882885,36.0093961715,0.224329374597147,0.224329374597147,0.0501615730949235,0.13130646042931
PO,PO.A,A,Culatatra,Atlantic,East.Atlantic,2014,36.997057,-7.82849,1,July,2014-07-02,20.53,36,14.65,Intertidal,NA,NA,NA,NA,0.42,3.68,0.0489,,251.464222055,86.9581770274472,19.4444395032833,0.919599621705518,0.876103819916238,0.0434958017892806,0.0231991228499906,0.0198872614752673,0.00331186137472337,0.0087334303866294,0.873471774876844,0,0.124207207767857,0.121663401719704,0.0110454499161886,0.00799027227119647,0.00783975816226829,0.00183706080206475,0.00341465475513454,0.121681646166135,0,0.555471519728735,0.544095273238245,0.0493967537093341,0.0357335839142539,0.0350604643559815,0.00821558566443415,0.0152708003043474,0.544176864883109,0,3.69747644343826,3.67205250674075,0.0254239366975053,0.0102579664493613,0.00939522870740998,0.00086273774195132,0.015165970248144,3.62474718712997,0,0.586067535313248,0.585033749657249,0.00791961196193708,0.00399095157397339,0.00397664027182585,0.000290198289111214,0.00673155990438328,0.573404510520796,0,2.62097369673236,2.61635046673041,0.0354175814046236,0.0178480780286285,0.0177840759397317,0.00129780620281362,0.030104451081626,2.56434292825899,0,3.7,0.423643345528437,1.89459063763403,15,0.0478629533344782,0.0110910209184233,0.00248002767134667,0,0,0,0.0478629533344782,0.0110910209184233,0.00248002767134667,0.85,0.05,NA,0.1,NA,1,0.0819178021909125,0.05,NA,0.0688247201611685,NA,0,51.22581,38.2044476001903,8.54277418768542,0.746,8.545,34.439,0.080811671903194,0.811311478896653,3.05074606923411,0.0180700391750952,0.18141476177388,0.682167559289775,PO,PO.A,292.631578947368,2.26315789473684,103.052631578947,0.789473684210526,0,397.947368421053,103.842105263158,294.894736842105,143.83795300666,9.86487655643416,50.2554294294109,3.44123600805843,0,51.5819339152067,144.115653686291,32.9986895474623,2.26315789473684,11.5293862235285,0.789473684210526,0,11.83370722362,33.0623984526761,1.28691101375,32.9161841395,0.248522194611783,0.248522194611783,0.0555712521069378,0.204854892432955
PO,PO.B,B,Marim,Atlantic,East.Atlantic,2014,37.027333,-7.810105,1,June,2014-06-27,20.57,36,14.65,Intertidal,NA,NA,NA,NA,0.37,2.1,-0.4525,,346.9569646,123.453504672897,27.6050428509185,0.659557359154982,0.641727857247066,0.0178295019079156,0.0178295019079156,0.0178295019079156,0,0,0.641727857247066,0,0.141128656470856,0.141231884406795,0.0122727067628286,0.0122727067628286,0.0122727067628286,0,0,0.141231884406795,0,0.631146538884101,0.631608188247972,0.0548852131792121,0.0548852131792121,0.0548852131792121,0,0,0.631608188247972,0,7.54283821220185,7.53587678011591,0.00696143208593349,0.00696143208593349,0.00696143208593349,0,0,7.53587678011591,0,2.0388033120982,2.03742163438603,0.00481250147349127,0.00481250147349127,0.00481250147349127,0,0,2.03742163438603,0,9.11780559720661,9.11162654663179,0.0215221608730887,0.0215221608730887,0.0215221608730887,0,0,9.11162654663179,0,1.25,0.175843830234612,0.786397515657049,4,0.0488845582347203,0.0215907249502306,0.00482783286722163,0,0,0,0.0488845582347203,0.0215907249502306,0.00482783286722163,1,0,NA,0,NA,1,0,0,NA,0,NA,0,23.20143,23.0685728416982,5.15828970179427,0.61625,6.681,27.6455,0.0623419053117142,0.844130820492454,2.75207763622131,0.0139400738123848,0.18875338965238,0.615383267394779,PO,PO.B,132.555555555556,77.1666666666667,65.0555555555556,29.5072222222222,0,274.777777777778,94.5627777777778,209.722222222222,59.0505488565639,55.1375285882812,39.5927388206507,30.6108492503894,0,44.3088489111381,82.9697361944884,13.918347843088,12.9960401208803,9.33209803527666,7.21504636094316,0,10.4436958438786,19.5561543654606,2.01355901965,31.5921076765,0.24304858486698,0.24304858486698,0.0543473157597693,0.288718863828438
QU,QU.A,A,Pointe-Lebel,Atlantic,West.Atlantic,2014,49.11237,-68.17593,1,June,2014-06-12,15.47,16,16.183,Intertidal,NA,30.56,68.12,0,1,2.63,0.1617,,558.63254392,152.297221034374,34.0546939017172,17.4420816154739,13.1039306074774,4.33815100799647,2.51472142660934,2.51472142660934,0,1.82342958138712,13.1039306074774,0,2.95687712282223,2.31085892741795,1.25504441644776,0.720833943281647,0.720833943281647,0,0.729795051214927,2.31085892741795,0,13.223556495489,10.3344752962376,5.61272925991748,3.22366739533398,3.22366739533398,0,3.26374268831903,10.3344752962376,0,32.149195269616,23.4335434149881,8.71565185462793,8.04286009519153,8.04286009519153,0,0.672791759436394,23.4335434149881,0,6.08688797886975,3.70074066168002,4.7310737859898,4.71791159751204,4.71791159751204,0,0.262563206858637,3.70074066168002,0,27.2213905843581,16.5502153732281,21.158005184081,21.0991420877431,21.0991420877431,0,1.1742183578525,16.5502153732281,0,2.75,0.239242224754041,1.06992375527664,6,0.0776501919750808,0.062656076916869,0.0140103247189574,0,0,0,0.0776501919750808,0.062656076916869,0.0140103247189574,0,0,NA,0,NA,0.2,0,0,NA,0,NA,0.0917662935482247,0,0,0,0.357375,8.4425,33.017,0.0332600894862233,1.45928560387753,6.26607247089645,0.00743718210289213,0.326306180885699,1.40113639968645,QU,QU.A,221.675,0,66.75,0,0,288.425,66.75,221.675,77.4048269608692,0,17.0127661044968,0,0,17.0127661044968,77.4048269608692,17.3082454871112,0,3.80417014949592,0,0,3.80417014949592,17.3082454871112,3.04958965775,42.038235282,0.349999210880967,0.349999210880967,0.0782622027601125,0.64754077324375
QU,QU.B,B,Baie-St-Ludger,Atlantic,West.Atlantic,2014,49.08696,-68.32041,1,June,2014-06-13,15.37,21,16.2,Intertidal,NA,25.665,73.435,0,1,3.89,0.3312,,622.29437231,206.152140677561,46.0970200262125,6.96245955947927,6.77275478537942,0.183644168039245,0.0513896734239069,0.0513896734239069,0,0.132254494615338,6.77275478537942,0.00606060606060606,0.678991045171205,0.664531300368115,0.0412844617325285,0.0211342052185475,0.0211342052185475,0,0.0287007603742503,0.664531300368115,0.00606060606060606,3.03654026623289,2.97187432159887,0.184629725696845,0.0945150390382061,0.0945150390382061,0,0.128353702405512,2.97187432159887,0.0271038542727247,6.74826429840229,6.04318406050219,0.705080237900102,0.0911366999510162,0.0911366999510162,0,0.613943537949086,6.04318406050219,0,0.79700085660732,0.669087352123683,0.218685630654948,0.0601713322935228,0.0601713322935228,0,0.204578224192631,0.669087352123683,0,3.56429618699906,2.99224960446778,0.977991871693752,0.269094378610091,0.269094378610091,0,0.914901632021831,2.99224960446778,0,2.2,0.2,0.894427190999916,6,0.0292362320999855,0.00759602551569411,0.00169852294119149,0,0,0,0.0292362320999855,0.00759602551569411,0.00169852294119149,0,0.1,NA,0,NA,0.1,0,0.0688247201611685,NA,0,NA,0.0688247201611685,0,0,0,0.35975,9.26275,38.99075,0.0304559647601859,1.7190706447319,6.25179685223208,0.00681016075241137,0.384395881974492,1.39794427431101,QU,QU.B,437.4,0,137.85,0,0,575.25,137.85,437.4,105.819807120158,0,47.3358938027504,0,0,47.3358938027504,105.819807120158,23.6620282086589,0,10.5846276318661,0,0,10.5846276318661,23.6620282086589,2.96051910713333,41.6601336173333,0.341767355975585,0.341767355975585,0.0882439518647188,0.624433498083729
