"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","p.adj","otu","domain","phylum","class","order","family","genus","sp","highest","group","mean.N"
"286595",2.98551237364242,0.12613437354976,0.475124336660093,0.0704879363042892,0.790627666063729,0.863150404980995,0.868624252240444,"286595","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfomicrobiaceae","Desulfomicrobium",NA,"999","Within.R",83.2863800593247
"356014",0.0789707370636717,-0.569967362953653,2.28200704988057,0.0702355406750996,0.790994141559198,0.86325183332544,0.868731433258789,"356014","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae",NA,NA,"999","Within.R",7.43373968292891
"543364",0.284256580406802,0.438891576186466,1.6563524353931,0.0700250607783914,0.791300295154572,0.86343068883371,0.868916532801037,"543364","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae",NA,NA,"999","Within.R",16.06890219713
"508764",0.120826816627858,0.574672273196112,2.16550675694072,0.0698641012983501,0.79153475117667,0.86353126099069,0.869022851491827,"508764","Bacteria","Chloroflexi","Anaerolineae","SBR1031","SHA-31",NA,NA,"999","Within.R",10.810138231879
"553223",4.06182853675784,0.163300263066285,0.618328406598156,0.0697537761905096,0.791695619348241,0.863551530162558,0.86904835545285,"553223","Bacteria","SAR406","AB16","SSW63Au","SHAS460",NA,NA,"999","Within.R",110.59512546674
"882333",0.0828551326804268,-0.573994911111307,2.28907858689546,0.069626452898774,0.791881442304976,0.863599006891087,0.869101238782134,"882333","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae",NA,NA,"999","Within.R",4.1634836030962
"832442",0.0654246967933654,0.694902860159956,2.55246240761978,0.0695229409595868,0.792032647574599,0.863608720468962,0.869116116924926,"832442","Bacteria","WS3","PRR-12","Sediment-1",NA,NA,NA,"999","Within.R",2.48763867937446
"1115850",0.0731251223321787,0.618738978973941,2.29568324985694,0.0690322815700313,0.792751022225203,0.863926369884137,0.869451095072074,"1115850","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA,"999","Within.R",2.78211603051442
"249295",3.32879516165013,0.202149957150346,0.768668903171094,0.0691724109904044,0.792545580965529,0.863926369884137,0.869451095072074,"249295","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae",NA,NA,"999","Within.R",171.060006616333
"4387016",5.26684726411559,-0.160515380904109,0.610558487200704,0.0690369438382277,0.792744183373341,0.863926369884137,0.869451095072074,"4387016","Bacteria","Lentisphaerae","[Lentisphaeria]","Lentisphaerales",NA,NA,NA,"999","Within.R",137.547563577736
"795623",0.0988555358781558,-0.670299400211603,2.62819582545411,0.0686758062625188,0.793274651245071,0.864341805818014,0.869874287593154,"795623","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","HTCC2207",NA,"999","Within.R",6.72346534627755
