"","from","to"
"1","ABEE","PPi"
"2","ABEE","H+"
"3","ABEE","Dihydropteroate"
"4","7,8-Dihydropterin pyrophosphate","PPi"
"5","7,8-Dihydropterin pyrophosphate","H+"
"6","7,8-Dihydropterin pyrophosphate","Dihydropteroate"
"7","H2O","ADP"
"8","H2O","Phosphate"
"9","H2O","H+"
"10","ATP","ADP"
"11","ATP","Phosphate"
"12","ATP","H+"
"13","ATP","CMP"
"14","ATP","H+"
"15","ATP","ADP"
"16","ATP","CDP"
"17","CMP","ATP"
"18","CMP","H+"
"19","CMP","ADP"
"20","CMP","CDP"
"21","H+","ATP"
"22","H+","CMP"
"23","H+","ADP"
"24","H+","CDP"
"25","ADP","ATP"
"26","ADP","CMP"
"27","ADP","H+"
"28","ADP","CDP"
"29","CDP","ATP"
"30","CDP","CMP"
"31","CDP","H+"
"32","CDP","ADP"
"33","ATP","PPi"
"34","ATP","AMP"
"35","ATP","fa6coa"
"36","CoA","PPi"
"37","CoA","AMP"
"38","CoA","fa6coa"
"39","fa6","PPi"
"40","fa6","AMP"
"41","fa6","fa6coa"
"42","ATP","dCDP"
"43","ATP","ADP"
"44","ATP","dCTP"
"45","dCDP","ATP"
"46","dCDP","ADP"
"47","dCDP","dCTP"
"48","ADP","ATP"
"49","ADP","dCDP"
"50","ADP","dCTP"
"51","dCTP","ATP"
"52","dCTP","dCDP"
"53","dCTP","ADP"
"54","ATP","ADP"
"55","ATP","CO2"
"56","ATP","Phosphoenolpyruvate"
"57","Oxaloacetate","ADP"
"58","Oxaloacetate","CO2"
"59","Oxaloacetate","Phosphoenolpyruvate"
"60","H2O","D-Glucose"
"61","Maltose","D-Glucose"
"62","dTDP-4-oxo-6-deoxy-D-glucose","dTDP-4-oxo-L-rhamnose"
"63","dTDP-4-oxo-L-rhamnose","dTDP-4-oxo-6-deoxy-D-glucose"
"64","UDP-apiose","Cosmetin"
"65","UDP-apiose","UDP"
"66","UDP-apiose","Apiin"
"67","Cosmetin","UDP-apiose"
"68","Cosmetin","UDP"
"69","Cosmetin","Apiin"
"70","UDP","UDP-apiose"
"71","UDP","Cosmetin"
"72","UDP","Apiin"
"73","Apiin","UDP-apiose"
"74","Apiin","Cosmetin"
"75","Apiin","UDP"
"76","CoA","Myristoyl-ACP"
"77","CoA","Myristoyl-CoA"
"78","CoA","ACP"
"79","Myristoyl-ACP","CoA"
"80","Myristoyl-ACP","Myristoyl-CoA"
"81","Myristoyl-ACP","ACP"
"82","Myristoyl-CoA","CoA"
"83","Myristoyl-CoA","Myristoyl-ACP"
"84","Myristoyl-CoA","ACP"
"85","ACP","CoA"
"86","ACP","Myristoyl-ACP"
"87","ACP","Myristoyl-CoA"
"88","ITP","D-fructose-6-phosphate"
"89","ITP","H+"
"90","ITP","IDP"
"91","ITP","D-fructose-1,6-bisphosphate"
"92","D-fructose-6-phosphate","ITP"
"93","D-fructose-6-phosphate","H+"
"94","D-fructose-6-phosphate","IDP"
"95","D-fructose-6-phosphate","D-fructose-1,6-bisphosphate"
"96","H+","ITP"
"97","H+","D-fructose-6-phosphate"
"98","H+","IDP"
"99","H+","D-fructose-1,6-bisphosphate"
"100","IDP","ITP"
"101","IDP","D-fructose-6-phosphate"
"102","IDP","H+"
"103","IDP","D-fructose-1,6-bisphosphate"
"104","D-fructose-1,6-bisphosphate","ITP"
"105","D-fructose-1,6-bisphosphate","D-fructose-6-phosphate"
"106","D-fructose-1,6-bisphosphate","H+"
"107","D-fructose-1,6-bisphosphate","IDP"
"108","Malonyl-acyl-carrierprotein-","CO2"
"109","Malonyl-acyl-carrierprotein-","ACP"
"110","Malonyl-acyl-carrierprotein-","9-methyl-3-oxo-decanoyl-ACP"
"111","7-methyl-octanoyl-ACP","CO2"
"112","7-methyl-octanoyl-ACP","ACP"
"113","7-methyl-octanoyl-ACP","9-methyl-3-oxo-decanoyl-ACP"
"114","Isopentenyldiphosphate","PPi"
"115","Isopentenyldiphosphate","H+"
"116","Isopentenyldiphosphate","Farnesylfarnesylgeraniol"
"117","all-trans-Heptaprenyl diphosphate","PPi"
"118","all-trans-Heptaprenyl diphosphate","H+"
"119","all-trans-Heptaprenyl diphosphate","Farnesylfarnesylgeraniol"
"120","1-deoxy-D-xylulose5-phosphate","H2O"
"121","1-deoxy-D-xylulose5-phosphate","Phosphate"
"122","1-deoxy-D-xylulose5-phosphate","H+"
"123","1-deoxy-D-xylulose5-phosphate","Pyridoxine phosphate"
"124","3-Amino-2-oxopropyl phosphate","H2O"
"125","3-Amino-2-oxopropyl phosphate","Phosphate"
"126","3-Amino-2-oxopropyl phosphate","H+"
"127","3-Amino-2-oxopropyl phosphate","Pyridoxine phosphate"
"128","Phosphate","Inosine"
"129","Phosphate","HYXN"
"130","Phosphate","Ribose 1-phosphate"
"131","Inosine","Phosphate"
"132","Inosine","HYXN"
"133","Inosine","Ribose 1-phosphate"
"134","HYXN","Phosphate"
"135","HYXN","Inosine"
"136","HYXN","Ribose 1-phosphate"
"137","Ribose 1-phosphate","Phosphate"
"138","Ribose 1-phosphate","Inosine"
"139","Ribose 1-phosphate","HYXN"
"140","L-Serine","CMP"
"141","L-Serine","H+"
"142","L-Serine","Diisohexadecanoylphosphatidylserine"
"143","CDP-1,2-diisohexadecanoylglycerol","CMP"
"144","CDP-1,2-diisohexadecanoylglycerol","H+"
"145","CDP-1,2-diisohexadecanoylglycerol","Diisohexadecanoylphosphatidylserine"
"146","H2O","Phosphate"
"147","H2O","H+"
"148","H2O","Diisohexadecanoylphosphatidylglycerol"
"149","Diisohexadecanoylphosphatidylglycerophosphate","Phosphate"
"150","Diisohexadecanoylphosphatidylglycerophosphate","H+"
"151","Diisohexadecanoylphosphatidylglycerophosphate","Diisohexadecanoylphosphatidylglycerol"
"152","H2O","gly-asp-L"
"153","H2O","Glycine"
"154","H2O","L-Aspartate"
"155","gly-asp-L","H2O"
"156","gly-asp-L","Glycine"
"157","gly-asp-L","L-Aspartate"
"158","Glycine","H2O"
